node time word
1 0 1
1 0 1
1 0 5
1 0 2
1 0 1
1 0 3
1 0 1
1 0 15
1 0 2
1 0 7
1 0 2
1 0 5
1 0 6
1 0 3
1 0 3
1 0 45
1 0 1
1 0 1
1 0 2
1 0 1
1 3 8
1 6 3
1 19 79
1 22 926
1 22 123
1 22 2
1 42 3
1 42 1
1 44 4
1 44 24
1 44 1
1 44 1
1 54 6
1 57 1
1 57 7
1 57 1
1 57 167
1 57 1
1 57 1
1 57 1
1 64 24
1 64 1
1 64 1
1 64 23
1 72 1
1 72 4
1 73 25
1 73 2
1 73 1
1 76 1
1 76 14
1 76 947
1 76 1
1 76 5
1 78 2
1 78 1
1 78 8
1 78 1
1 87 34
1 87 1
1 87 20
1 87 3
1 87 1
1 87 1
1 87 6
1 93 5
1 93 4
1 93 5
1 93 6
1 95 6
1 95 1
1 95 2
1 95 1
1 95 3
1 95 53
1 96 1
1 96 4
1 96 2
1 101 1
1 101 2
1 105 26
1 105 17
1 105 1
1 105 1
1 105 2
1 105 2
1 107 1
1 110 10
1 113 28
1 113 1
1 113 2
1 143 1
1 143 14
1 143 1
1 146 1
1 146 1
1 146 37
1 177 6
1 177 1
1 178 1
1 178 2
1 178 40
1 182 1
1 182 1
1 185 1
1 185 3
1 185 53
1 185 3
1 189 18
1 189 6
1 191 252
1 191 173
1 191 1
1 191 1
1 191 15
1 199 12
1 214 2
1 214 2
1 214 3
1 214 2
1 214 1
1 214 8
1 214 9
1 214 3
1 214 2
1 221 2
1 221 466
1 227 4
1 227 2
1 227 1
1 229 1
1 229 1
1 229 1
1 229 431
1 237 18
1 237 1
1 237 1
1 238 2
1 238 1
1 238 1
1 238 48
1 238 79
1 267 1
1 267 1
1 267 15
1 267 1
1 267 1
1 267 3
1 267 183
1 273 79
1 273 14
1 273 6
1 273 1
1 273 7
1 273 4
1 276 1
1 276 1
1 276 1
1 282 1
1 282 6
1 293 3
1 293 4
1 293 24
1 293 1
1 294 3
1 294 53
1 294 3
1 298 1
1 298 5
1 298 19
1 318 1
1 318 1
1 324 2
1 344 17
1 344 3
1 344 42
1 344 1
1 351 1
1 355 1
1 355 3
1 363 23
1 363 11
1 363 1
1 364 1
1 364 2
1 364 244
1 364 75
1 370 1
1 370 4
1 370 3
1 370 26
1 372 2
1 372 1
1 372 13
1 372 2
1 378 1
1 378 16
1 378 35
1 378 2
1 393 9
1 393 1
1 393 1
1 393 1
1 393 13
1 394 8
1 399 42
1 402 8
1 402 1
1 402 12
1 402 3
1 402 1
1 402 1
1 402 3
1 410 1
1 410 1
1 410 1
1 412 2
1 412 1
1 420 78
1 420 78
1 428 7
1 428 6
1 428 1
1 435 5
1 435 1
1 435 1
1 435 1
1 435 7
1 435 2
1 435 4
1 436 5
1 446 1
1 446 1
1 446 8
1 446 2
1 451 4
1 453 1
1 453 48
1 453 79
1 453 14
1 460 5
1 460 11
1 460 9
1 460 7
1 460 6
1 460 3
1 463 2
1 469 1
1 469 1
1 471 1
1 471 1
1 471 3
1 471 2
1 471 27
1 471 4
1 472 4
1 472 24
1 472 1
1 472 1
1 474 7
1 474 1
1 480 4
1 480 24
1 480 1
1 480 1
1 485 7
1 485 10
1 485 2
1 490 1
1 490 7
1 490 486
1 490 1
1 508 17
1 508 4
1 508 2
1 508 3
1 508 53
1 509 6
1 520 1
1 520 1
1 520 8
1 549 1
1 549 3
1 549 459
1 552 1
1 552 1
1 563 2
1 563 14
1 563 4
1 572 2
1 572 8
1 572 4
1 572 5
1 573 1
1 573 1
1 573 18
1 577 4
1 580 1
1 580 1
1 583 2
1 583 11
1 588 5
1 588 1
1 588 8
1 589 4
1 589 2
1 589 1
1 589 12
1 596 618
1 596 1
1 596 12
1 604 2
1 604 1
1 604 1
1 604 1
1 620 3
1 620 542
1 620 3
1 620 2
1 622 24
1 622 1
1 622 1
1 634 6
1 634 8
1 634 1
1 635 1
1 640 1
1 640 1
1 640 1
1 640 2
1 645 2
1 645 43
1 645 1
1 653 2
1 653 1
1 653 1
1 653 159
1 655 2
1 655 120
1 655 5
1 656 28
1 656 3
1 695 1
1 695 11
1 695 3
1 695 22
1 695 47
1 703 1
1 703 1
1 703 1
1 703 1
1 710 39
1 710 5
1 710 1
1 713 3
1 719 923
1 719 7
1 721 1
1 721 1
1 721 4
1 721 5
1 727 14
1 727 59
1 729 1
1 729 3
1 738 2
1 738 11
1 738 11
1 738 1
1 738 1
1 744 3
1 744 1
1 744 15
1 745 1
1 745 1
1 745 1
1 747 1
1 747 1
1 747 10
1 747 8
1 747 1
1 747 1
1 748 23
1 748 1
1 748 1
1 748 1
1 748 1
1 748 1
1 748 1
1 748 71
1 748 1
1 748 2
1 749 1
1 749 3
1 749 2
1 749 1
1 758 5
1 761 5
1 761 1
1 761 1
1 761 1
1 766 6
1 768 4
1 768 12
1 768 9
1 768 1
1 768 53
1 772 1
1 772 9
1 772 1
1 772 1
1 772 107
1 773 1
1 773 1
1 773 21
1 773 1
1 779 8
1 779 10
1 779 2
1 802 9
1 803 14
1 803 4
1 803 4
1 803 4
1 804 1
1 804 1
1 804 19
1 804 1
1 804 1
1 812 1
1 812 2
1 812 1
1 812 2
1 813 1
1 813 1
1 813 1
1 813 1
1 817 2
1 817 7
1 817 2
1 818 17
1 820 5
1 829 1
1 829 48
1 829 7
1 829 17
1 829 1
1 829 2
1 829 3
1 834 1
1 834 1
1 834 3
1 844 1
1 844 1
1 844 2
1 844 29
1 857 1
1 857 404
1 857 1
1 857 3
1 857 1
1 860 4
1 860 27
1 860 2
1 871 1
1 884 2
1 884 5
1 884 1
1 890 1
1 890 13
1 890 468
1 899 6
1 899 3
1 899 4
1 899 24
1 899 1
1 900 1
1 908 7
1 908 17
1 911 1
1 913 8
1 913 2
1 913 5
1 913 2
1 913 1
1 913 7
1 913 3
1 923 8
1 925 3
1 925 2
1 925 26
1 938 1
1 938 1
1 938 4
1 940 1
1 940 1
1 940 6
1 943 3
1 943 5
1 951 2
1 951 1
1 951 2
1 951 17
1 952 3
1 952 1
1 952 1
1 956 14
1 956 1
1 958 1
1 963 69
1 963 24
1 967 9
1 967 1
1 967 53
1 967 3
1 967 1
1 976 1
1 1019 7
1 1019 3
1 1019 1
1 1030 10
1 1030 1
1 1044 721
1 1044 6
1 1044 1
1 1044 5
1 1048 326
1 1048 6
1 1052 1
1 1052 5
1 1052 30
1 1054 1
1 1054 1
1 1054 1
1 1054 12
1 1054 1
1 1060 1
1 1060 2
1 1065 12
1 1065 2
1 1065 63
1 1065 2
1 1065 1
1 1066 1
1 1066 1
1 1066 2
1 1066 1
1 1068 2
1 1068 6
1 1068 4
1 1075 1
1 1075 12
1 1077 1
1 1077 2
1 1088 4
1 1088 125
1 1088 242
1 1088 2
1 1088 1
1 1088 10
1 1088 1
1 1113 3
1 1113 3
1 1113 45
1 1114 2
1 1114 2
1 1114 8
1 1126 1
1 1126 4
1 1126 24
1 1130 18
1 1130 1
1 1130 1
1 1137 1
1 1137 9
1 1138 8
1 1142 6
1 1142 2
1 1142 4
1 1142 36
1 1153 3
1 1153 577
1 1155 609
1 1155 69
1 1156 1
1 1156 3
1 1158 1
1 1158 2
1 1170 2
1 1170 2
1 1170 2
1 1170 1
1 1173 1
1 1173 1
1 1173 1
1 1179 1
1 1179 1
1 1179 2
1 1179 1
1 1179 31
1 1179 713
1 1185 1
1 1188 3
1 1195 25
1 1195 1
1 1201 1
1 1201 45
1 1201 1
1 1201 6
1 1201 2
1 1201 26
1 1204 17
1 1204 4
1 1204 2
1 1208 32
1 1208 98
1 1208 24
1 1208 80
1 1227 1
1 1227 1
1 1227 1
1 1248 1
1 1248 70
1 1248 6
1 1250 2
1 1250 11
1 1251 1
1 1251 5
1 1256 1
1 1256 6
1 1256 9
1 1261 822
1 1261 13
1 1265 2
1 1265 2
1 1276 3
1 1276 2
1 1276 1
1 1279 1
1 1279 4
1 1279 17
1 1284 1
1 1284 1
1 1289 1
1 1289 2
1 1307 23
1 1307 3
1 1308 6
1 1308 8
1 1308 126
1 1308 1
1 1309 1
1 1309 1
1 1316 3
1 1316 2
1 1316 1
1 1316 166
1 1316 2
1 1316 128
1 1317 6
1 1317 2
1 1334 4
1 1334 3
1 1335 1
1 1335 1
1 1342 1
1 1343 5
1 1343 1
1 1343 5
1 1345 1
1 1345 4
1 1345 7
1 1347 46
1 1347 1
1 1347 1
1 1347 4
1 1347 99
1 1352 1
1 1352 36
1 1385 8
1 1392 8
1 1392 8
1 1392 4
1 1398 6
1 1398 1
1 1398 2
1 1398 404
1 1398 1
1 1398 1
1 1398 4
1 1402 3
1 1403 4
1 1403 2
1 1403 3
1 1409 18
1 1432 6
1 1432 1
1 1432 1
1 1432 1
1 1432 38
1 1445 1
1 1445 2
1 1453 2
1 1453 1
1 1453 1
1 1457 12
1 1457 172
1 1457 248
1 1464 3
1 1464 1
1 1464 1
1 1474 5
1 1474 1
1 1479 2
1 1479 252
1 1479 2
1 1479 1
1 1485 3
1 1485 1
1 1485 1
1 1485 15
1 1485 26
1 1485 2
1 1489 10
1 1489 12
1 1489 1
1 1489 1
1 1489 2
1 1497 10
1 1497 5
1 1497 1
1 1497 718
1 1497 1
1 1497 1
1 1497 308
1 1497 1
1 1498 1
1 1506 1
1 1506 1
1 1506 1
1 1506 2
1 1506 1
1 1508 121
1 1514 4
1 1514 24
1 1514 1
1 1514 40
1 1515 1
1 1516 1
1 1516 6
1 1526 1
1 1526 4
1 1529 1
1 1534 5
1 1534 2
1 1534 1
1 1534 26
1 1547 1
1 1547 1
1 1548 8
1 1548 30
1 1548 1
1 1548 259
1 1548 3
1 1554 4
1 1554 24
1 1556 1
1 1560 1
1 1560 11
1 1560 2
1 1560 1
1 1578 4
1 1578 1
1 1578 1
1 1578 14
1 1578 609
1 1578 1
1 1590 4
1 1590 4
1 1593 4
1 1593 6
1 1593 5
1 1593 35
1 1593 1
1 1593 17
1 1593 69
1 1593 24
1 1593 75
1 1598 1
1 1606 2
1 1606 1
1 1606 2
1 1614 2
1 1614 871
1 1614 2
1 1614 1
1 1620 228
1 1620 1
1 1620 4
1 1639 8
1 1639 1
1 1639 1
1 1639 1
1 1639 4
1 1646 14
1 1646 1
1 1656 1
1 1656 4
1 1656 27
1 1656 1
1 1657 1
1 1657 2
1 1657 1
1 1673 42
1 1673 1
1 1677 1
1 1677 11
1 1678 485
1 1694 8
1 1694 147
1 1701 35
1 1701 1
1 1701 1
1 1701 1
1 1701 2
1 1701 18
1 1701 6
1 1704 1
1 1704 12
1 1704 985
1 1704 1
1 1706 15
1 1706 1
1 1708 4
1 1710 15
1 1710 1
1 1710 2
1 1711 1
1 1711 1
1 1713 1
1 1713 2
1 1714 40
1 1714 2
1 1714 10
1 1722 21
1 1722 1
1 1736 2
1 1736 1
1 1744 1
1 1744 3
1 1744 1
1 1763 3
1 1766 1
1 1766 4
1 1766 24
1 1766 1
1 1770 36
1 1774 1
1 1774 1
1 1774 40
1 1783 3
1 1783 1
1 1785 46
1 1785 5
1 1785 4
1 1793 308
1 1793 8
1 1793 1
1 1793 1
1 1793 35
1 1793 34
1 1793 2
1 1799 2
1 1799 9
1 1799 5
1 1799 2
1 1799 21
1 1799 513
1 1799 2
1 1799 1
1 1805 9
1 1805 7
1 1805 3
1 1816 1
1 1816 53
1 1816 10
1 1816 2
1 1816 79
1 1817 259
