node time word
1 0 22
1 0 12
1 0 144
1 0 6
1 0 1
1 0 95
1 0 5
1 0 20
1 0 5
1 0 1
1 0 11
1 0 1
1 0 1
1 0 1
1 0 1
1 0 2
1 0 5
1 0 1
1 0 4
1 0 1
1 6 1
1 6 27
1 6 3
1 7 1
1 18 503
1 18 12
1 18 23
1 23 4
1 23 11
1 23 1
1 23 1
1 23 1
1 24 18
1 24 1
1 24 3
1 61 27
1 96 4
1 96 1
1 96 326
1 96 5
1 97 12
1 97 1
1 97 1
1 101 14
1 101 2
1 101 51
1 101 1
1 105 3
1 105 2
1 105 5
1 105 5
1 105 45
1 105 1
1 106 8
1 106 1
1 106 1
1 111 7
1 122 9
1 122 18
1 122 3
1 122 8
1 122 1
1 127 74
1 127 3
1 127 1
1 127 275
1 127 6
1 127 6
1 130 6
1 137 4
1 152 3
1 152 3
1 152 1
1 155 83
1 155 1
1 155 2
1 157 2
1 157 1
1 157 1
1 157 2
1 157 6
1 159 1
1 159 17
1 159 2
1 159 1
1 159 30
1 165 5
1 165 316
1 165 2
1 165 3
1 176 1
1 182 21
1 182 6
1 182 1
1 182 2
1 182 1
1 182 1
1 182 15
1 182 1
1 198 1
1 198 2
1 198 46
1 198 1
1 198 1
1 198 2
1 198 2
1 200 1
1 203 3
1 203 1
1 203 5
1 203 1
1 203 2
1 207 65
1 207 2
1 212 13
1 212 8
1 215 1
1 215 1
1 215 269
1 215 222
1 215 1
1 215 1
1 237 1
1 237 55
1 237 2
1 237 1
1 237 6
1 242 8
1 242 1
1 258 1
1 258 1
1 258 4
1 258 12
1 258 2
1 258 3
1 258 1
1 258 1
1 258 2
1 258 1
1 260 1
1 260 1
1 264 1
1 264 4
1 264 6
1 269 3
1 269 1
1 279 1
1 279 2
1 279 1
1 279 2
1 283 4
1 283 1
1 283 2
1 283 1
1 283 1
1 283 68
1 283 33
1 286 12
1 286 1
1 286 5
1 286 34
1 286 142
1 287 1
1 302 1
1 302 17
1 304 18
1 304 2
1 304 6
1 304 1
1 313 7
1 313 1
1 313 32
1 315 2
1 315 17
1 315 6
1 317 3
1 333 1
1 333 1
1 333 1
1 333 1
1 333 1
1 338 2
1 338 1
1 341 955
1 341 2
1 342 4
1 342 5
1 342 1
1 344 1
1 344 1
1 352 1
1 352 16
1 352 17
1 352 11
1 370 115
1 370 1
1 370 94
1 371 1
1 371 36
1 371 8
1 371 75
1 374 38
1 374 128
1 374 38
1 403 2
1 403 1
1 403 7
1 403 11
1 415 2
1 415 1
1 415 2
1 439 1
1 439 1
1 443 227
1 443 22
1 452 6
1 461 1
1 461 1
1 461 275
1 461 1
1 464 1
1 464 1
1 465 25
1 465 5
1 465 1
1 479 4
1 479 1
1 479 6
1 479 50
1 485 1
1 485 2
1 486 688
1 486 13
1 486 14
1 486 3
1 486 4
1 486 1
1 486 5
1 486 1
1 486 1
1 492 66
1 492 4
1 506 1
1 506 999
1 506 12
1 507 1
1 507 6
1 507 1
1 528 630
1 528 2
1 528 1
1 530 11
1 530 4
1 540 5
1 540 17
1 540 6
1 540 6
1 542 1
1 542 10
1 542 186
1 543 1
1 543 1
1 543 6
1 556 6
1 556 1
1 556 2
1 556 2
1 558 1
1 558 3
1 558 44
1 558 2
1 558 2
1 558 16
1 564 58
1 564 59
1 564 1
1 572 80
1 572 8
1 572 32
1 573 15
1 573 1
1 573 8
1 573 16
1 584 1
1 584 2
1 584 147
1 584 1
1 587 14
1 587 1
1 587 126
1 587 1
1 587 9
1 597 3
1 597 21
1 597 2
1 601 1
1 601 54
1 601 3
1 601 2
1 601 9
1 602 14
1 623 188
1 623 2
1 623 11
1 623 1
1 623 1
1 624 1
1 626 42
1 626 167
1 626 1
1 626 44
1 626 18
1 626 4
1 642 2
1 642 2
1 642 1
1 642 2
1 642 2
1 652 10
1 652 1
1 652 1
1 654 1
1 654 9
1 654 6
1 654 132
1 668 6
1 668 1
1 671 56
1 671 2
1 671 1
1 677 2
1 677 1
1 677 3
1 677 1
1 677 8
1 682 1
1 682 15
1 682 2
1 682 62
1 698 152
1 698 25
1 698 9
1 700 2
1 700 1
1 700 16
1 703 13
1 703 1
1 703 17
1 703 6
1 703 10
1 706 2
1 706 12
1 706 1
1 710 1
1 710 7
1 719 5
1 719 11
1 719 1
1 719 2
1 719 1
1 729 94
1 729 1
1 734 4
1 734 1
1 734 1
1 746 2
1 746 45
1 757 328
1 757 14
1 757 6
1 757 117
1 757 14
1 757 1
1 757 7
1 765 1
1 765 56
1 765 7
1 768 1
1 771 1
1 771 47
1 771 624
1 772 208
1 772 2
1 779 2
1 788 1
1 788 3
1 788 2
1 791 1
1 791 4
1 791 1
1 792 2
1 792 1
1 792 4
1 794 1
1 794 6
1 794 3
1 794 40
1 794 1
1 794 1
1 794 1
1 802 17
1 805 1
1 805 7
1 814 6
1 823 2
1 823 49
1 823 17
1 823 49
1 828 2
1 837 1
1 837 9
1 839 1
1 839 1
1 839 3
1 839 1
