user time word
0 0 1
0 0 3
0 0 12
0 0 1
0 0 14
0 0 26
0 0 8
0 0 3
0 0 325
0 0 721
0 0 3
0 0 2
0 0 1
0 0 3
0 0 4
0 0 1
0 0 66
0 0 3
0 0 3
0 0 2
0 693 3
0 693 5
0 693 1
0 781 3
0 781 2
0 781 1
0 781 1
0 4068 2
0 5215 1
0 5215 2
0 5215 1
0 8742 2
0 10193 1
0 10193 21
0 10193 7
0 10853 2
0 11899 3
0 11899 2
0 13479 2
0 14544 1
0 14544 1
0 14544 1
0 16578 1
0 16578 8
0 16578 1
0 16578 1
0 16578 1
0 16578 1
0 18928 1
0 18928 1
0 18928 1
0 19463 1
0 19463 1
0 19463 1
0 19463 12
0 19710 1
0 19710 1
0 19710 2
0 21951 8
0 21951 10
0 21951 7
0 21951 1
0 27082 2
0 27082 1
0 27082 1
0 27574 1
0 27574 1
0 27574 1
0 27574 66
0 27676 2
0 27676 1
0 29039 5
0 29039 2
0 29039 1
0 29039 1
0 30956 1
0 30956 2
0 33601 5
0 34287 12
0 34287 1
0 34287 2
0 41696 2
0 41696 1
0 42225 1
0 42225 2
0 43747 3
0 43747 3
0 43747 2
0 43747 2
0 50269 5
0 50811 1
0 50811 103
0 50811 1
0 50811 6
0 50811 3
0 52312 2
0 52312 1
0 52312 1
0 52312 1
0 57921 51
0 57921 2
0 57921 1
0 60298 6
0 60298 3
0 62142 4
0 62142 1
0 62142 1
0 62142 1
0 62142 2
0 62142 1
0 66023 1
0 66023 2
0 66675 5
0 66675 2
0 66675 2
0 67414 1
0 67414 1
0 68080 1
0 68080 1
0 68124 101
0 68600 2
0 68600 1
0 68600 1
0 68600 1
0 69325 8
0 69325 1
0 69410 3
0 69410 6
0 69410 1
0 69410 5
0 77470 1
0 77470 1
0 78100 3
0 78100 3
0 78100 21
0 78100 1
0 78848 1
0 78848 2
0 78848 1
0 79256 2
0 79256 2
0 79256 2
0 79256 1
0 79256 1
0 79938 2
0 79938 2
0 79938 1
0 79938 1
0 80528 1
0 80528 3
0 80528 1
0 80528 1
0 80528 1
0 80528 1
0 80528 3
0 84650 3
0 86219 44
0 86219 3
0 86219 3
0 86219 19
0 88262 1
0 88262 1
0 89529 1
0 89877 1
0 89877 2
0 89877 6
0 89877 1
0 89936 4
0 89936 1
0 89936 1
0 89936 3
0 91621 57
0 92806 1
0 92806 5
0 92806 2
0 92806 2
0 92806 2
0 93584 3
0 93885 1
0 93885 1
0 93885 1
0 93885 10
0 93885 1
0 93885 1
0 96230 1
0 96230 1
0 99449 1
0 99449 1
0 99449 4
0 99449 73
0 105624 2
0 107439 1
0 107439 1
0 107439 57
0 107439 6
0 107439 5
0 107439 40
0 107439 1
0 107439 3
0 109416 6
0 109416 2
0 109996 1
0 109996 1
0 111478 5
0 111478 1
0 111478 1
0 113215 5
0 113215 4
0 113215 1
0 113215 66
0 115754 1
0 115754 1
0 115754 11
0 115754 2
0 115754 6
0 115754 5
0 115754 3
0 116846 1
0 116846 3
0 117139 2
0 117139 2
0 117139 1
0 117139 1
0 117139 3
0 117282 1
0 117282 2
0 117282 1
0 117981 1
0 117981 7
0 117981 5
0 118102 103
0 118102 1
0 118102 6
0 118475 1
0 118475 1
0 118475 1
0 121052 2
0 121298 2
0 121298 1
0 121298 1
0 123528 1
0 126910 3
0 126910 39
0 126910 1
0 126910 1
0 126910 2
0 126910 1
0 132995 9
0 133901 105
0 133901 2
0 133901 14
0 133901 1
0 134863 3
0 134863 1
0 134863 5
0 134863 1
0 138086 1
0 140604 5
0 140604 1
0 140604 2
0 140604 1
0 145903 2
0 145903 1
0 146908 4
0 146908 11
