user time word
0 147461 1
0 147461 2
0 147461 10
0 147461 2
0 151648 1
0 151648 1
0 152061 1
0 152061 1
0 152061 8
0 159242 2
0 159286 2
0 159286 1
0 159286 1
0 159648 1
0 159648 6
0 161098 17
0 161098 3
0 161098 2
0 161225 2
0 161225 1
0 161872 1
0 161872 2
0 161872 1
0 161872 1
0 161872 2
0 161872 16
0 161872 1
0 161872 17
0 163734 33
0 163734 1
0 169385 2
0 171977 1
0 172208 3
0 172208 1
0 172208 2
0 175615 3
0 175615 5
0 175615 8
0 175615 15
0 175848 196
0 175848 1
0 175848 8
0 178055 20
0 178055 6
0 178055 2
0 178055 26
0 178055 2
0 178055 28
0 178614 7
0 178614 2
0 178614 2
0 181453 75
0 183603 1
0 183603 2
0 187740 221
0 187740 13
0 187740 1
0 187740 5
0 187740 1
0 191955 3
0 191955 2
0 191955 1
0 194417 106
0 194550 1
0 194550 1
0 194550 1
0 197790 4
0 197790 4
0 197790 3
0 200675 1
0 200675 4
0 200675 1
0 202584 3
0 203208 1
0 203208 9
0 203208 49
0 203208 1
0 204777 1
0 204777 3
0 204777 1
0 204777 167
0 206109 15
0 206109 1
0 209279 1
0 209279 2
0 214306 5
0 214306 1
0 214306 2
0 214306 1
0 220707 3
0 220707 3
0 220707 70
0 220707 500
0 222666 1
0 222666 1
0 222666 46
0 222666 1
0 222666 1
0 226562 2
0 226562 69
0 226562 1
0 226562 401
0 228938 3
0 228938 1
0 228938 1
0 228938 1
0 233035 2
0 233035 3
0 234715 44
0 234715 1
0 234715 2
0 234715 37
0 234715 7
0 235582 1
0 235582 1
0 235582 1
0 235709 1
0 235709 1
0 235709 2
0 235709 1
0 235709 8
0 237691 221
0 237691 13
0 237691 1
0 237691 5
0 237691 1
0 237691 6
0 237691 1
0 238605 1
0 238605 2
0 240494 1
0 240494 3
0 240494 77
0 242647 4
0 243677 1
0 243677 23
0 244075 1
0 244075 2
0 244545 5
0 247947 6
0 247947 40
0 247947 1
0 250077 1
0 250077 5
0 251158 5
0 251158 4
0 252061 5
0 252061 16
0 252061 2
0 254294 5
0 254294 14
0 254294 1
0 254294 10
0 255001 10
0 255001 5
0 257772 1
0 257772 5
0 266511 1
0 266511 2
0 266511 1
0 267727 1
0 267727 3
0 267727 1
0 267727 1
0 268288 1
0 268288 2
0 268288 1
0 268288 401
0 268288 1
0 268904 17
0 268904 97
0 268904 2
0 269763 1
0 269763 4
0 269763 1
0 269763 9
0 270728 1
0 270728 1
0 270728 18
0 271589 40
0 273335 1
0 273335 2
0 273335 1
0 273335 5
0 279909 11
0 279909 1
0 279909 3
0 279909 1
0 280079 1
0 280079 5
0 280919 31
0 280919 1
0 280919 2
0 280919 55
0 281234 3
0 281234 11
0 283129 6
0 283129 2
0 283129 1
0 284188 14
0 284188 19
0 286165 3
0 286165 2
0 286608 1
0 286608 1
0 286608 2
0 286608 125
0 286608 5
0 288155 2
0 288155 7
0 289289 4
0 289289 8
0 289289 3
0 293832 2
0 293832 57
0 293832 3
0 293832 98
0 294270 1
0 294270 1
0 294467 1
0 294467 1
0 297883 1
0 298259 145
0 298259 1
0 298259 44
0 298259 3
0 298259 2
0 299751 18
0 299919 1
0 299919 1
0 299919 1
0 299919 5
0 299919 1
0 300372 13
0 300372 5
0 300372 4
0 300372 18
0 300372 1
0 302587 2
0 302587 12
0 302587 1
0 302775 2
0 302775 11
0 302775 4
0 305699 1
0 305699 7
0 306260 2
0 306260 70
0 311559 1
0 311559 1
0 311559 1
0 311559 2
0 313178 1
0 313178 1
0 313178 401
0 313178 2
0 315293 8
0 315293 4
0 315293 7
0 315293 22
0 315293 1
0 315293 1
0 316575 1
0 316575 10
0 316575 2
0 316575 5
0 316575 1
0 318579 7
0 318579 5
0 318579 14
0 318579 4
0 321671 67
0 321671 2
0 321671 41
0 321671 1
0 322570 1
0 322570 1
0 322570 31
0 322570 1
0 324482 14
0 324482 5
0 324482 20
0 324482 2
0 326477 3
0 328725 3
0 329367 1
0 329367 1
0 329367 5
0 329367 2
0 333130 1
0 333130 1
0 333130 17
0 333130 1
0 334465 18
0 334465 5
0 334465 7
0 334465 1
0 336273 1
0 336958 3
0 336958 17
0 336958 1
0 336958 1
0 336958 1
0 341296 3
0 341296 61
0 341296 1
0 346776 5
0 347652 11
0 347652 13
0 347652 5
0 353049 2
0 354364 1
0 354364 4
0 354364 1
0 354364 2
0 359513 1
0 359513 3
0 359513 1
0 364837 1
0 364837 2
0 369480 81
0 369480 1
0 371371 19
0 371371 84
0 371371 27
0 371371 12
0 371371 6
0 371561 2
0 373527 6
0 373527 9
0 373527 14
0 373527 2
0 373527 1
0 373527 1
0 373527 2
0 375298 2
0 375298 28
0 375298 1
0 375298 13
0 380345 1
0 380345 2
0 380345 1
0 380476 1
0 380476 1
0 380476 1
0 380476 2
0 380476 1
0 380476 1
0 381676 4
0 381676 426
0 382020 3
0 382020 1
0 382020 3
0 383805 106
0 383805 1
0 383805 1
0 385941 1
0 385941 1
0 385941 59
0 387633 16
0 387633 1
0 387633 2
0 387633 10
0 389027 6
0 389027 5
0 389027 2
0 389027 3
0 391825 1
0 391825 1
0 391825 2
0 391825 1
0 391825 1
0 391825 13
0 391984 1
0 391984 11
0 391984 1
0 391984 1
0 392910 4
0 392910 4
0 399441 2
0 399441 2
0 399889 44
0 401226 11
0 405730 27
0 405730 1
0 408363 8
0 408363 13
0 408363 5
0 411625 8
0 411625 8
0 414441 2
0 414441 2
0 414441 1
0 414441 1
0 414441 96
0 414441 1
0 414441 1
0 416049 1
0 416049 42
0 416049 3
0 416049 5
0 416049 8
0 416049 15
0 420330 1
0 420330 1
0 420330 1
0 428218 1
0 432492 2
0 432492 5
0 432492 1
0 432492 2
0 432785 1
0 432785 659
0 432785 1
0 432785 2
0 432785 13
0 434659 1
0 436202 9
0 436202 1
0 436264 2
0 436264 1
0 437139 1
0 437139 1
0 437139 239
0 437139 4
0 437139 1
0 437970 11
0 437970 6
0 437970 2
0 437970 2
0 437970 2
0 438848 1
0 438848 4
0 438848 1
0 439073 2
0 439073 28
0 439073 1
0 439522 6
0 439522 1
0 442353 1
0 443646 1
0 443646 4
0 445256 1
0 445256 5
0 445256 1
0 445256 1
0 445256 6
0 445710 5
0 447069 1
0 448456 29
0 448456 3
0 450274 1
0 450274 1
0 451174 8
0 451174 1
0 451174 45
0 454384 1
0 454384 4
0 454384 3
0 454384 8
0 454528 1
0 454528 1
0 454528 1
0 454528 185
0 457694 7
0 461625 1
0 461625 7
0 461625 9
0 462219 401
0 462772 20
0 462772 2
0 462809 66
0 462809 1
0 462809 3
0 462809 1
0 462809 1
0 463155 1
0 463155 19
0 463155 1
0 463155 1
0 463157 1
0 463157 1
0 463157 1
0 463157 1
0 464382 134
0 464382 1
0 464382 557
0 464382 1
0 464382 16
0 464382 9
0 465460 1
0 465460 9
0 465460 2
0 465460 1
0 467602 1
0 467602 6
0 467787 3
0 467787 2
0 467787 4
0 468213 11
0 468213 1
0 471212 2
0 471212 1
0 471212 1
0 471212 1
0 471212 6
0 471212 70
0 475077 1
0 475077 1
0 475077 6
0 477045 1
0 477045 1
0 477268 1
0 477268 1
0 477948 6
0 477948 2
0 477948 5
0 477948 1
0 478103 3
0 478103 1
0 478103 3
0 478691 14
0 478691 1
0 478691 1
0 478691 6
0 479206 43
0 479206 1
0 479206 3
0 482136 2
0 482136 13
0 484868 4
0 484868 12
0 485272 19
0 485272 1
0 485272 1
0 485272 1
0 487156 207
0 487156 1
0 487156 4
0 487156 1
0 489059 1
0 489059 1
0 491364 2
0 491364 10
0 491364 32
0 491449 1
0 491449 2
0 491697 4
0 491697 1
0 491697 9
0 491697 1
0 491697 4
0 491697 1
0 492556 1
0 493856 1
0 493856 18
0 493856 919
0 493856 1
0 495609 1
0 495609 14
0 497498 5
0 497498 654
0 497498 1
0 501395 3
0 501395 2
0 501395 1
0 501395 3
0 501395 3
0 502159 6
0 502159 1
0 502159 3
0 502159 434
0 502159 3
0 502159 1
0 503769 2
0 505183 1
0 505183 3
0 505183 1
0 509424 3
0 509424 1
0 509424 11
0 509680 4
0 509680 9
0 509680 1
0 509680 22
0 511703 1
0 511703 23
0 511703 1
0 511703 7
0 511703 12
0 511703 1
0 511703 5
0 511703 1
0 511703 3
0 514007 1
0 514044 22
0 514044 1
0 514044 1
0 514044 1
0 514909 1
0 514909 1
0 519963 2
0 519963 1
0 519963 1
0 519963 2
0 523910 10
0 523910 6
0 523910 1
0 523910 1
0 523910 1
0 524948 1
0 524948 3
0 524948 242
0 524948 2
0 524948 1
0 528285 198
0 529698 3
0 529698 1
0 529698 10
0 529850 3
0 529850 4
0 529850 1
0 536093 5
0 536093 873
0 537553 2
0 537553 1
0 537900 11
0 537900 1
0 537900 1
0 537900 239
0 546426 1
0 546426 1
0 546426 2
0 547229 19
0 547229 10
0 547229 22
0 549233 9
0 549233 10
0 549233 5
0 549233 1
0 549233 1
0 549233 5
0 552728 1
0 552728 3
0 553936 5
0 553936 20
0 553936 2
0 553936 1
0 553936 1
0 554207 1
0 554207 5
0 555600 2
0 555600 1
0 558029 4
0 558029 1
0 558029 29
0 559466 4
0 559466 2
0 559466 1
0 559466 5
0 559941 1
0 559941 5
0 560938 3
0 560938 2
0 560938 3
0 561047 1
0 561047 1
0 561132 1
0 561132 1
0 565843 2
0 565843 75
0 565843 1
0 565843 2
0 565843 221
0 565843 13
0 565999 1
0 567261 760
0 567261 1
0 567261 1
0 567261 1
0 568702 1
0 568702 1
0 568702 2
0 568702 1
0 568702 1
0 568702 14
0 568702 2
0 574277 10
0 574922 2
0 574922 1
0 574922 1
0 575996 72
0 575996 2
0 578701 9
0 578701 32
0 579092 2
0 579092 2
0 579092 3
0 579289 3
0 579289 1
0 579289 9
0 582120 245
0 584680 198
0 584680 4
0 584680 39
0 584680 1
0 586509 3
0 586509 3
0 586509 1
0 586509 1
0 586587 2
0 586587 3
0 586587 6
0 586587 2
0 586914 346
0 586914 4
0 590917 41
0 590917 4
0 592064 1
0 592064 16
0 594790 1
0 594790 1
0 595512 23
0 595512 1
0 596629 1
0 596629 1
0 596629 3
0 596795 1
0 596795 1
0 596795 1
0 601995 2
0 601995 14
0 601995 1
0 601995 11
0 602823 5
0 602823 3
0 607973 1
0 607973 4
0 607973 1
0 610580 1
0 613399 1
0 613399 3
0 613399 5
0 613399 5
0 613399 19
0 613971 1
0 613971 3
0 614056 1
0 614056 1
0 614056 1
0 614056 16
0 614056 1
0 614056 1
0 614056 2
0 616487 1
0 616487 1
0 617942 2
0 617942 69
0 617942 1
0 617942 401
0 618453 6
0 618453 44
0 618453 2
0 618453 5
0 623255 1
0 623255 2
0 623255 1
0 623434 1
0 623434 1
0 623434 1
0 624029 8
0 624029 1
0 624029 13
0 624029 1
0 624403 11
0 624403 2
0 624403 1
0 624403 1
0 624403 1
0 624403 2
0 624403 1
0 626113 1
0 626113 2
0 630385 2
0 630385 1
0 630385 2
0 631223 1
0 631223 1
0 631223 188
0 631223 1
0 631996 1
0 631996 39
0 636380 1
0 636380 2
0 636380 5
0 636380 8
0 636380 2
0 638191 1
0 638191 2
0 638191 45
0 638191 1
0 640420 1
0 640420 1
0 640420 1
0 640420 1
0 640420 3
0 641747 1
0 641747 2
0 641747 1
0 644417 19
0 644611 6
0 644611 1
0 644611 1
0 648445 3
0 648902 2
0 648902 181
0 648902 1
0 652148 1
0 652148 1
0 653487 1
0 653487 198
0 653487 8
0 653508 1
0 653508 123
0 653508 303
0 653508 46
0 662318 1
0 662318 2
0 663974 1
0 663974 2
0 663974 871
0 666767 1
0 666767 2
0 667043 32
0 667043 11
0 668215 1
0 668215 1
0 669369 6
0 669369 1
0 669369 1
0 673846 1
0 673846 1
0 673846 2
0 674300 1
0 674300 2
0 674300 3
0 674376 11
0 674376 1
0 674376 3
0 674788 1
0 675786 1
0 675786 1
0 681927 25
0 681927 37
0 681927 2
0 681927 6
0 686685 5
0 686685 20
0 686685 14
0 686685 5
0 686685 4
0 686685 1
0 689203 6
0 689203 116
0 689203 1
0 692962 14
0 692962 19
0 693060 11
0 693060 1
0 693060 2
0 694679 8
0 694679 2
0 694679 5
0 694679 10
0 699149 1
0 699149 5
0 699149 1
0 699149 4
0 699149 3
0 699730 3
0 699730 1
0 699730 1
0 699730 9
0 699730 14
0 703079 12
0 703079 4
0 703079 2
0 711263 1
0 711263 1
0 711263 1
0 711263 1
0 711829 1
0 711829 1
0 711829 9
0 711829 8
0 714747 41
0 714747 5
0 714747 3
0 714747 12
0 716177 4
0 716177 1
0 716177 1
0 716177 1
0 716177 1
0 716177 41
0 718739 4
0 718739 2
0 718739 1
0 718739 5
0 721103 23
0 721103 3
0 721103 2
0 721103 2
0 725309 4
0 729512 1
0 729512 1
0 729512 1
0 731289 8
0 731289 4
0 733188 1
0 733188 35
0 733188 1
0 733188 1
0 737727 9
0 737727 6
0 737727 3
0 737727 1
0 737727 2
0 746895 10
0 746895 98
0 746895 1
0 746895 2
0 746895 19
0 746895 4
0 746895 2
0 746895 1
0 752017 1
0 752017 9
0 752017 103
0 756571 3
0 756571 4
0 761754 13
0 761754 1
0 762529 2
0 762529 4
0 762529 1
0 762529 2
0 768173 7
0 768173 13
0 768427 4
0 768987 1
0 768987 23
0 771765 6
0 771765 1
0 775790 1
0 775790 2
0 775790 1
0 775790 1
0 775790 18
0 779442 2
0 779442 10
0 779442 2
0 786003 1
0 786003 810
0 786003 1
0 786003 1
0 786003 28
0 786003 2
0 786003 1
0 786003 395
0 786003 1
0 786682 7
0 786682 20
0 786682 1
0 789565 19
0 789565 1
0 789565 1
0 790458 1
0 790458 1
0 790458 11
0 790458 1
0 790458 6
0 790602 3
0 790602 5
0 790602 1
0 790602 1
0 790602 5
0 790602 1
0 790602 18
0 796904 1
0 796904 8
0 796904 1
0 796904 8
0 796904 11
0 796904 3
0 796904 1
0 796904 1
0 797004 1
0 797004 4
0 797004 38
0 798274 5
0 798274 2
0 798274 2
0 798274 1
0 798274 2
0 799753 1
0 799753 7
0 802548 2
0 802548 23
0 802548 1
0 802782 6
0 802782 10
0 802782 1
0 802782 2
0 811635 50
0 811635 1
0 811635 16
0 811635 1
0 811784 1
0 811784 2
0 812601 22
0 812601 245
0 820565 1
0 820565 1
0 822073 6
0 822073 4
0 822073 1
0 822475 7
0 822475 1
0 822475 5
0 822475 1
0 823306 17
0 823306 3
0 823306 325
0 823306 4
0 825197 3
0 825197 23
0 825197 5
0 828490 1
0 828490 1
0 828490 2
0 828490 1
0 828490 9
0 828592 9
0 828592 1
0 828592 2
0 832507 1
0 832507 8
0 832507 2
0 834892 2
0 834892 1
0 838436 15
0 838436 2
0 838436 15
0 838436 1
0 841140 6
0 841140 12
0 841140 1
0 841140 1
0 841820 1
0 841820 150
0 841820 1
0 842797 3
0 842797 4
0 842797 13
0 842797 1
0 843412 1
0 843412 1
0 843412 1
0 843412 134
0 845091 3
0 848126 2
0 848126 1
0 849310 1
0 852989 1
0 852989 6
0 852989 1
0 852989 1
0 854471 1
0 854471 1
0 854471 7
0 855524 50
0 855524 2
0 858199 3
0 858199 3
0 858199 1
0 858199 3
0 858199 4
0 858299 14
0 858299 5
0 859160 2
0 859160 6
0 859160 10
0 859160 1
0 859160 11
0 863448 55
0 863448 2
0 864577 25
0 864577 1
0 864577 5
0 864577 4
0 864627 2
0 864627 1
0 864627 1
0 864627 1
0 865234 1
0 865234 1
0 865234 10
0 866329 1
0 866329 3
0 866329 2
0 866648 1
0 866648 9
0 866648 86
0 866648 1
0 867570 3
0 867570 3
0 867570 1
0 867920 1
0 867920 3
0 867920 17
0 868970 1
0 868970 10
0 868970 2
0 868970 5
0 868970 8
0 868970 5
0 868970 193
0 871373 8
0 871373 2
0 871373 1
0 872468 8
0 874749 2
0 874749 1
0 877881 1
0 879384 1
0 879384 26
0 881830 1
0 881830 2
0 881830 5
0 884839 7
0 884839 1
0 885296 1
0 885296 1
0 885296 1
0 885296 1
0 885296 42
0 886286 4
0 886286 1
0 886308 1
0 886308 3
0 886308 1
0 889291 1
0 889291 1
0 889291 1
0 889291 1
0 889291 8
0 889457 1
0 889457 1
0 889457 1
0 889457 6
0 891791 1
0 891791 3
0 893090 1
0 893090 1
0 893090 96
0 895821 1
0 895821 1
0 895821 92
0 895821 1
0 895821 20
0 895821 4
0 898064 1
0 902070 37
0 902070 1
0 902726 19
0 902726 1
0 902726 4
0 902726 3
0 903145 1
0 903145 2
0 904924 2
0 904924 6
0 904924 1
0 904924 1
0 907273 15
0 907273 2
0 907273 1
0 907273 4
0 907706 8
0 907706 15
0 909644 1
0 909644 3
0 909644 1
0 909644 3
0 909644 1
0 912174 4
0 912174 1
0 912174 1
0 912457 2
0 914204 1
0 914204 5
0 914204 1
0 914204 138
0 914204 1
0 916565 1
0 917104 1
0 917104 4
0 917104 9
0 917823 20
0 917823 12
0 917823 3
0 918039 14
0 918039 5
0 918039 4
0 918039 1
0 918039 1
0 918039 5
0 918039 1
0 920278 667
0 920278 1
0 920278 106
0 921645 24
0 921645 38
0 921645 13
0 926820 2
0 926820 4
0 926820 6
0 928492 1
0 928492 1
0 928492 6
0 931410 392
0 931410 11
0 931410 46
0 932561 1
0 932561 1
0 932561 1
0 932561 1
0 932561 1
0 934383 71
0 934383 2
0 936387 1
0 936387 3
0 936387 1
0 937106 1
0 937106 2
0 937106 1
0 937106 1
0 937106 2
0 937106 1
0 938070 5
0 938070 264
0 938070 50
0 938070 14
0 938070 6
0 938070 1
0 938539 1
0 938539 2
0 939034 7
0 939034 20
0 939034 1
0 939378 1
0 939378 1
0 939378 1
0 939378 1
0 939378 31
0 939740 3
0 939740 4
0 942347 707
0 949630 22
0 949630 2
0 949630 1
0 949630 1
0 949630 4
0 949630 1
0 956460 1
0 956460 2
0 956460 69
0 956460 1
0 956899 1
0 956899 113
0 956899 2
0 956899 1
0 958508 22
0 961578 1
0 961578 1
0 962701 3
0 962701 1
0 962701 1
0 970345 395
0 970345 1
0 970345 2
0 970345 2
0 970345 1
0 970345 1
0 973125 23
0 973125 3
0 973125 11
0 974766 4
0 974766 3
0 974766 1
0 974766 81
0 976161 1
0 976161 310
0 978978 2
0 978978 1
0 984623 86
0 984623 4
0 984623 2
0 985524 1
0 985524 13
0 985524 1
0 985524 1
0 985524 6
0 986791 1
0 986791 5
0 986791 2
0 986791 2
0 986791 2
0 986924 1
0 986924 13
0 992110 2
0 993609 2
0 993609 1
0 993609 1
0 993609 2
0 993609 77
0 993609 1
0 993682 10
0 996503 1
0 996503 4
0 996503 1
0 997371 2
0 997371 1
0 997371 3
0 1000935 2
0 1000935 1
0 1000935 10
0 1001602 6
0 1001602 606
0 1001602 16
0 1001602 1
0 1002330 1
0 1002330 1
0 1002330 1
0 1005906 2
0 1007297 10
0 1007297 163
0 1007297 378
0 1007297 1
0 1007297 1
0 1007382 1
0 1007382 1
0 1007382 1
0 1007382 1
0 1007382 149
0 1008750 1
0 1008750 133
0 1010334 1
0 1010334 29
0 1010334 1
0 1010334 221
0 1011644 21
0 1011644 1
0 1011644 1
0 1011644 2
0 1017091 1
0 1017091 2
0 1017091 1
0 1017091 1
0 1020205 1
0 1020205 77
0 1020205 1
0 1030757 1
0 1030757 50
0 1030757 1
0 1030757 7
0 1030757 114
0 1033656 1
0 1033656 39
0 1033656 5
0 1033666 2
0 1033666 98
0 1033666 1
0 1033708 1
0 1034495 49
0 1034495 6
0 1034495 71
0 1034495 1
0 1037180 1
0 1037180 1
0 1038043 1
0 1039698 1
0 1039698 1
0 1039698 1
0 1039698 2
0 1041900 5
0 1043019 1
0 1043019 3
0 1043019 1
0 1043019 1
0 1044953 1
0 1044953 1
0 1044953 1
0 1044953 5
0 1044953 2
0 1044953 1
0 1047706 4
0 1051289 1
0 1051289 1
0 1051289 95
0 1051289 9
0 1053804 1
0 1053804 5
0 1054497 2
0 1054497 2
0 1054497 2
0 1054497 2
0 1057598 2
0 1057598 1
0 1057598 1
0 1057598 5
0 1057598 1
0 1057598 1
0 1057618 7
0 1057618 1
0 1059144 1
0 1059144 1
0 1059144 6
0 1060343 579
0 1060343 12
0 1060343 1
0 1060343 128
0 1063758 1
0 1063758 1
0 1063758 104
0 1064305 2
0 1064305 13
0 1064305 5
0 1064305 1
0 1066240 269
0 1066240 56
0 1066240 2
0 1066240 7
0 1066240 25
0 1066240 1
0 1067263 1
0 1067263 1
0 1067263 1
0 1067364 2
0 1067364 3
0 1071062 2
0 1071062 1
0 1071062 7
0 1071062 5
0 1071190 1
0 1073948 1
0 1073948 2
0 1073948 3
0 1073948 11
0 1073948 191
0 1074856 8
0 1074856 35
0 1076323 1
0 1076323 4
0 1076323 26
0 1076323 1
0 1079490 1
0 1084935 1
0 1084935 2
0 1084935 2
0 1084935 1
0 1084935 2
0 1084935 1
0 1084935 1
0 1085822 1
0 1085822 4
0 1085822 426
0 1086316 2
0 1086316 5
0 1086316 1
0 1086316 10
0 1086316 10
0 1086316 1
0 1086316 1
0 1087826 5
0 1087826 1
0 1087826 16
0 1088074 5
0 1088597 8
0 1088597 5
0 1088597 193
0 1088597 2
0 1088739 2
0 1088739 1
0 1088739 4
0 1090058 1
0 1090471 1
0 1096581 1
0 1096581 11
0 1096700 3
0 1096700 1
0 1096700 1
0 1096920 4
0 1096920 1
0 1096920 3
0 1096920 1
0 1096920 9
0 1096920 10
0 1097760 6
0 1097760 6
0 1103943 2
0 1106872 1
0 1106872 11
0 1109616 9
0 1109853 1
0 1111488 1
0 1111488 1
0 1111488 6
0 1111488 1
0 1111488 1
0 1114415 3
0 1114649 2
0 1114649 1
0 1115728 1
0 1116707 2
0 1116707 3
0 1116707 2
0 1119518 34
0 1119518 2
0 1119518 1
0 1119518 1
0 1119518 5
0 1119518 1
0 1119750 1
0 1132241 25
0 1132241 1
0 1132241 4
0 1134185 1
0 1135296 2
0 1135296 1
0 1137030 1
0 1137030 8
0 1137030 2
0 1137030 4
0 1137030 1
0 1143310 6
0 1143310 1
0 1143310 28
0 1143540 1
0 1143540 254
0 1144050 102
0 1144050 2
0 1144050 3
0 1144050 21
0 1144502 1
0 1144502 1
0 1146681 1
0 1149068 9
0 1149068 6
0 1149068 1
0 1149403 3
0 1149403 1
0 1149403 3
0 1151040 1
0 1151040 12
0 1151040 1
0 1151040 3
0 1151040 2
0 1151040 1
0 1151815 2
0 1151815 1
0 1151815 3
0 1152278 7
0 1152278 1
0 1152278 1
0 1152278 1
0 1157290 42
0 1157290 1
0 1157290 1
0 1158906 1
0 1158906 16
0 1158906 1
0 1159757 6
0 1159757 1
0 1162901 1
0 1162901 3
0 1162901 1
0 1165803 3
0 1165803 3
0 1165803 1
0 1165803 31
0 1165803 2
0 1165803 2
0 1165997 2
0 1165997 1
0 1168423 2
0 1168423 2
0 1174949 20
0 1174949 14
0 1174949 5
0 1174949 4
0 1174949 1
0 1174949 1
0 1174949 5
0 1174949 1
0 1174949 3
0 1179547 1
0 1179547 2
0 1179547 3
0 1182054 2
0 1182054 1
0 1182054 3
0 1182054 12
0 1182054 1
0 1183390 5
0 1187717 1
0 1188169 37
0 1188169 1
0 1188169 1
0 1188169 5
0 1188547 51
0 1188547 6
0 1188547 5
0 1193249 5
0 1193249 5
0 1193249 1
0 1193249 1
0 1193249 2
0 1193249 7
0 1193423 5
0 1193423 58
0 1193835 1
0 1193835 1
0 1200628 2
0 1201957 1
0 1201957 20
0 1201957 1
0 1201957 7
0 1201957 2
0 1205852 1
0 1215597 1
0 1215597 1
0 1215597 1
0 1216550 2
0 1219766 3
0 1219766 3
0 1219766 1
0 1219766 2
0 1220410 1
0 1220505 1
0 1220505 2
0 1220505 1
0 1220505 32
0 1220505 857
0 1220505 2
0 1226055 1
0 1226055 1
0 1226055 1
0 1226055 30
0 1226055 81
0 1226055 1
0 1226055 53
0 1229535 3
0 1229535 1
0 1229535 2
0 1229535 10
0 1237637 1
0 1237637 3
0 1237637 2
0 1245437 1
0 1245437 22
0 1245914 1
0 1245914 2
0 1245914 3
0 1245914 16
0 1250646 16
0 1250646 2
0 1250646 1
0 1250646 1
0 1250646 29
0 1254995 1
0 1254995 1
0 1254995 1
0 1255300 1
0 1255300 1
0 1255300 2
0 1256559 1
0 1257933 11
0 1257933 1
0 1257933 1
0 1260500 2
0 1260500 13
0 1260500 1
0 1260500 1
0 1260500 1
0 1260500 2
0 1260500 4
0 1260500 2
0 1260500 1
0 1262604 1
0 1262604 1
0 1262604 4
0 1263552 4
0 1265117 1
0 1265117 3
0 1265117 146
0 1265117 45
0 1265824 1
0 1265824 12
0 1266551 1
0 1266551 1
0 1266551 2
0 1267235 1
0 1267245 1
0 1267245 1
0 1267245 9
