hx_avg,q
1.0105637693,0.0
1.0080632117000001,0.05263157894736842
1.0065451561,0.10526315789473684
1.0040250225,0.15789473684210525
1.0025880940000003,0.21052631578947367
1.0015255207,0.2631578947368421
0.9996081372999999,0.3157894736842105
0.9989358212,0.3684210526315789
0.9955333165000002,0.42105263157894735
0.9930937388,0.47368421052631576
0.9924825258000002,0.5263157894736842
0.9905968054000002,0.5789473684210527
0.9886105036,0.631578947368421
0.9864597532,0.6842105263157894
0.9861976728,0.7368421052631579
0.9836301435999999,0.7894736842105263
0.981352258,0.8421052631578947
0.9801156232999999,0.894736842105263
0.9784236906000001,0.9473684210526315
0.9771159246000001,1.0
