hx_avg,q
2.298436128,0.0
2.3174631766,0.05263157894736842
2.3217585709999997,0.10526315789473684
2.3432523382,0.15789473684210525
2.3621790267,0.21052631578947367
2.3786965809,0.2631578947368421
2.3982599764,0.3157894736842105
2.405323672,0.3684210526315789
2.4338669705000004,0.42105263157894735
2.4446465492000002,0.47368421052631576
2.4578588735,0.5263157894736842
2.4631190877,0.5789473684210527
2.4713091362,0.631578947368421
2.4935734618000005,0.6842105263157894
2.5019480328,0.7368421052631579
2.5245016503,0.7894736842105263
2.5317339594,0.8421052631578947
2.5456694832999998,0.894736842105263
2.5645561094000002,0.9473684210526315
2.5720569799999997,1.0
