hx_avg,q
6.701527416699999,0.0
6.1508609039,0.05263157894736842
5.7055626165,0.10526315789473684
5.290426869400001,0.15789473684210525
4.9648957529,0.21052631578947367
4.6628482147999994,0.2631578947368421
4.3977419842,0.3157894736842105
4.153038556099999,0.3684210526315789
3.9274056473,0.42105263157894735
3.7475853330999995,0.47368421052631576
3.5701250449999997,0.5263157894736842
3.4263276629,0.5789473684210527
3.2618892343,0.631578947368421
3.1219509551000004,0.6842105263157894
2.9973836184,0.7368421052631579
2.8973904141999998,0.7894736842105263
2.790311847299999,0.8421052631578947
2.6800629403000005,0.894736842105263
2.5929539462,0.9473684210526315
2.5093101595000005,1.0
