hx_avg,q
1.0118857132999999,0.0
1.0126819339,0.05263157894736842
1.0128515484,0.10526315789473684
1.0115631541,0.15789473684210525
1.011602327,0.21052631578947367
1.0103443072,0.2631578947368421
1.0096270081,0.3157894736842105
1.0107280948,0.3684210526315789
1.0105771064000002,0.42105263157894735
1.0106249927,0.47368421052631576
1.0079160054000003,0.5263157894736842
1.0098639034,0.5789473684210527
1.0061422711,0.631578947368421
1.0082853683,0.6842105263157894
1.0060684776,0.7368421052631579
1.006981155,0.7894736842105263
1.0059761495,0.8421052631578947
1.0060066756,0.894736842105263
1.0055609512,0.9473684210526315
1.0031005045,1.0
