hx_avg,q
1.9659813632999998,0.0
1.9216757050000002,0.05263157894736842
1.8895698174000004,0.10526315789473684
1.8423406956,0.15789473684210525
1.8044895887999999,0.21052631578947367
1.7447787861000004,0.2631578947368421
1.7022553334000003,0.3157894736842105
1.6647909571,0.3684210526315789
1.6152355602,0.42105263157894735
1.5771276921000004,0.47368421052631576
1.5358081510999995,0.5263157894736842
1.4996500576999998,0.5789473684210527
1.4646972269,0.631578947368421
1.4284209692999996,0.6842105263157894
1.3908926463,0.7368421052631579
1.3547649721999997,0.7894736842105263
1.320163948,0.8421052631578947
1.2743716059,0.894736842105263
1.2477484476999998,0.9473684210526315
1.2102162876000002,1.0
