hx_avg,q
4.3989230295,0.0
4.286871807100001,0.05263157894736842
4.1904708717,0.10526315789473684
4.080135071300001,0.15789473684210525
3.9889230894999996,0.21052631578947367
3.8920281313000005,0.2631578947368421
3.795579601,0.3157894736842105
3.7190782743999993,0.3684210526315789
3.6405611818,0.42105263157894735
3.5644886856999993,0.47368421052631576
3.487353599299999,0.5263157894736842
3.4072751757999997,0.5789473684210527
3.3415317228999992,0.631578947368421
3.2726836154999996,0.6842105263157894
3.2185927057,0.7368421052631579
3.1496971834,0.7894736842105263
3.0906019354,0.8421052631578947
3.0331943191000006,0.894736842105263
2.9811543911,0.9473684210526315
2.9407050461999997,1.0
