hx_avg,q
4.520250325199999,0.0
4.2325139194,0.05263157894736842
3.9555926546,0.10526315789473684
3.7331520861999996,0.15789473684210525
3.5228570904999996,0.21052631578947367
3.3381505906,0.2631578947368421
3.1716920144,0.3157894736842105
3.0167845084000002,0.3684210526315789
2.8915105797000002,0.42105263157894735
2.7637577187999995,0.47368421052631576
2.6400788840000007,0.5263157894736842
2.5449067631999998,0.5789473684210527
2.4460962211,0.631578947368421
2.3474907805000003,0.6842105263157894
2.2672837883,0.7368421052631579
2.187726371,0.7894736842105263
2.1192754706,0.8421052631578947
2.0466232005,0.894736842105263
1.9816869926999998,0.9473684210526315
1.9269822918999997,1.0
