hx_avg,q
1.9411695277000005,0.0
1.9282534683,0.05263157894736842
1.9145372136999999,0.10526315789473684
1.9029016876,0.15789473684210525
1.8938906607,0.21052631578947367
1.8804540303000001,0.2631578947368421
1.8678106453000003,0.3157894736842105
1.8570334706999998,0.3684210526315789
1.8469848435,0.42105263157894735
1.8323893624,0.47368421052631576
1.8214961590999998,0.5263157894736842
1.8106499491000003,0.5789473684210527
1.7995834737,0.631578947368421
1.7862076678999999,0.6842105263157894
1.7766700656999999,0.7368421052631579
1.7647028871000003,0.7894736842105263
1.7551030677999997,0.8421052631578947
1.7442431924000001,0.894736842105263
1.7345614984000002,0.9473684210526315
1.724552305,1.0
