hx_avg,q
3.3748529188,0.0
3.2721201189999998,0.05263157894736842
3.1588037301000003,0.10526315789473684
3.0556119182,0.15789473684210525
2.9490359744000005,0.21052631578947367
2.8407376262999997,0.2631578947368421
2.7442504785,0.3157894736842105
2.6576888955,0.3684210526315789
2.5757953952999997,0.42105263157894735
2.4853359953,0.47368421052631576
2.3998728967,0.5263157894736842
2.3327245297,0.5789473684210527
2.246343188,0.631578947368421
2.1810143590999997,0.6842105263157894
2.1098011083,0.7368421052631579
2.0316855177999997,0.7894736842105263
1.972761569,0.8421052631578947
1.9041936105000001,0.894736842105263
1.8478917993,0.9473684210526315
1.7823292322000004,1.0
