hx_avg,q
6.932217328399999,0.0
6.136161652000001,0.05263157894736842
5.5242156793,0.10526315789473684
5.004913413800001,0.15789473684210525
4.590832393099999,0.21052631578947367
4.2348514653,0.2631578947368421
3.9333630573,0.3157894736842105
3.6693174063000003,0.3684210526315789
3.4325388244,0.42105263157894735
3.2244020422,0.47368421052631576
3.0409180133000002,0.5263157894736842
2.8892132989000006,0.5789473684210527
2.7341555158999995,0.631578947368421
2.6154495302,0.6842105263157894
2.4886430436,0.7368421052631579
2.3787152305,0.7894736842105263
2.2771318755,0.8421052631578947
2.1873875122,0.894736842105263
2.0995615417,0.9473684210526315
2.0209071004,1.0
