hx_avg,q
6.786931555599999,0.0
6.036508299099999,0.05263157894736842
5.443904383,0.10526315789473684
4.9574915578,0.15789473684210525
4.5452394873,0.21052631578947367
4.1960603577,0.2631578947368421
3.8881549313,0.3157894736842105
3.6315946026,0.3684210526315789
3.3989782067,0.42105263157894735
3.1911946707999994,0.47368421052631576
3.0250040519000008,0.5263157894736842
2.8679457566,0.5789473684210527
2.7308312441,0.631578947368421
2.5924401282000002,0.6842105263157894
2.4787217253,0.7368421052631579
2.3643229319000003,0.7894736842105263
2.2734909881000003,0.8421052631578947
2.1788065083,0.894736842105263
2.0975729599,0.9473684210526315
2.0189760613,1.0
