hx_b_avg,hx_b_var,hx_w_avg,hx_w_var,mu
3.3762506431999997,0.002373047296599581,3.365201424399999,0.002727774986127458,0.0444
3.3694294676,0.0029502144611574387,3.3641527537999996,0.002939650630373195,0.0570857
3.3759899515999994,0.0034164913392516812,3.3665507939999997,0.0028187799672091587,0.0705176
3.3671183709999997,0.002470594892008128,3.3674819753999996,0.0027690416798237184,0.0847636
3.3619995114,0.002475099168267288,3.3756026774000003,0.0034274095862635097,0.0999
3.3777450195999994,0.002518310342734715,3.3687806923999997,0.0027778454265882046,0.116013
3.3714088131999995,0.0028991541219379187,3.3726648323999995,0.003206579686305757,0.1332
3.3655537512,0.002493003243809793,3.3798047766000003,0.001859392760449103,0.151572
3.3557936517999996,0.002018287194329903,3.3713462744000005,0.00267077343891172,0.171257
3.3613228964,0.001747235197384507,3.3649970904,0.003114438042207818,0.1924
3.3751320684000006,0.0024783530492147494,3.3678876504000006,0.0028583463627914526,0.215169
3.3597107753999995,0.001956113516957342,3.3762504194000007,0.0021224784705071694,0.23976
3.3775057111999995,0.0022915873838008226,3.3699459726000005,0.001986633131481152,0.2664
3.3713841794,0.0038518080090804633,3.3768796408,0.00196846793774187,0.295357
3.3664819276,0.003006742827517258,3.3742945062,0.0018789720368065385,0.326945
3.3624275081999997,0.002813737573902567,3.3717531436000003,0.0027324850282247713,0.361543
3.3665173877999996,0.0023591470964549346,3.3756654908000003,0.002050324516637699,0.3996
