hx_b_avg,hx_b_var,hx_w_avg,hx_w_var,mu
3.371510829,0.0025905202162300038,3.3647539061600003,0.0028598645136047414,0.0444
3.36969356384,0.002653711619784301,3.37105255624,0.002615431070364865,0.0570857
3.3696154420399997,0.002544426451514289,3.37001119948,0.002597350728723461,0.0705176
3.3727949346,0.0022300258615909232,3.3714553309999995,0.003048622699887254,0.0847636
3.3668521607599997,0.002750695171014668,3.3695341652399997,0.0028915225696197434,0.0999
3.36957637376,0.002995898353591938,3.3671934300799995,0.0026353375300432057,0.116013
3.3691077800799993,0.002723261403408548,3.36734140588,0.0032617485742993404,0.1332
3.3671888756399997,0.0027930298960140926,3.36802895324,0.002388327989533897,0.151572
3.3626039982,0.003089499843518858,3.36773364728,0.0021910449555765073,0.171257
3.366342706,0.0024496969658560105,3.3684717882,0.002669676128081247,0.1924
3.36944927692,0.0027000925889462523,3.3650172589599996,0.0025356486173896487,0.215169
3.36857644136,0.0025204686591513824,3.36424186644,0.002684678688502321,0.23976
3.3735469486,0.002600748523026515,3.3682617769600003,0.0024009002609365355,0.2664
3.37120717724,0.0029706284141973295,3.37046521744,0.002506247417210067,0.295357
3.3741510480800003,0.0030126020933289688,3.3720160642800003,0.0023395775100490813,0.326945
3.3614387668400005,0.0027743286921419106,3.36876422496,0.0030063909104954332,0.361543
3.3680323718399996,0.0023074564547242585,3.37117504792,0.002767871184771948,0.3996
