hx_b_avg,hx_b_var,hx_w_avg,hx_w_var,mu
3.382299218,0.0014394938213802982,3.356608104,0.002243857506871763,0.0444
3.3766211640000003,0.002086279255548168,3.363483619,0.0036971925042715717,0.0570857
3.3601238859999993,0.002522618132397928,3.372232441,0.0026018790337737872,0.0705176
3.393373407,0.001321462381809082,3.362949708,0.0015358610827849951,0.0847636
3.3825215749999997,0.002261152304939523,3.3801551109999997,0.0031996903885573706,0.0999
3.384774932,0.0015900406117242403,3.3591580280000004,0.0030277236191649545,0.116013
3.3580765150000005,0.003963392109511962,3.3659489989999996,0.0036222667369879835,0.1332
3.3765105570000005,0.0014476985641367994,3.3883111870000002,0.002696824344425861,0.151572
3.3595778469999997,0.0006521447999375417,3.3888115470000004,0.0011102021869093181,0.171257
3.351850373,0.0017644400398548368,3.3815992370000005,0.002708946371207162,0.1924
3.3717440419999996,0.0015559581833977172,3.3755632410000005,0.0010816348930553488,0.215169
3.3526474960000003,0.0015324306179140051,3.374321073,0.001161157867056522,0.23976
3.40589589,0.0019487679464769178,3.3560604019999998,0.0013887448232966363,0.2664
3.37613385,0.006406685479509724,3.391881703,0.006003323980579379,0.295357
3.354741181,0.00404180173674303,3.378027306,0.0004867662033398233,0.326945
3.369961903,0.0008302579336716244,3.3881111689999996,0.0027804268655040737,0.361543
3.391455653,0.0017504162611940437,3.370007974,0.001767581464946804,0.3996
