hx_b_avg,hx_b_var,hx_w_avg,hx_w_var,mu
3.3983352680000003,0.001421143566572941,3.366351408,0.003870890206186335,0.0444
3.38099414,0.002641801150819964,3.369371746,0.0004827080451842634,0.0570857
3.382955772,0.0021568740183505407,3.3912261200000002,0.0009775513299620769,0.0705176
3.402998744,0.0011164665520542645,3.367157044,0.0014750853483507867,0.0847636
3.3838280319999994,0.002737040684933414,3.39333977,0.004315973865239809,0.0999
3.41220735,0.0006263739206725974,3.3742731519999998,0.002769355246510132,0.116013
3.3372081859999994,0.0013318847014588968,3.34046425,0.0026005203479201535,0.1332
3.3764554779999996,0.0019344231106582141,3.3743922480000004,0.004591464165732892,0.151572
3.3488443820000002,0.0007772420289402129,3.4117381279999996,0.00038008846104357273,0.171257
3.358279748,0.0028883784625169315,3.355691986,0.003254993898930597,0.1924
3.389086838,0.002012918667753339,3.3784235639999998,0.0016257233736403035,0.215169
3.36001057,0.0013005461214884461,3.3801490579999998,0.0007040371785056572,0.23976
3.3971412279999997,0.0009608258557233341,3.33988949,0.0018885567389388385,0.2664
3.3767830500000002,0.00917212225575864,3.3969049919999996,0.011124423843076015,0.295357
3.3617602460000002,0.0036986250305419887,3.3750474679999996,0.0006661468993909771,0.326945
3.36431905,0.001157533138600606,3.3736445440000002,0.0014079599495777496,0.361543
3.409157224,0.0015886108379677942,3.359047308,0.0010793348572285355,0.3996
