q,hx_avg
0.0,1.0074305583
0.05263157894736842,1.0080220882
0.10526315789473684,1.0080369683
0.15789473684210525,1.0077546491999998
0.21052631578947367,1.0076822716
0.2631578947368421,1.0073926156
0.3157894736842105,1.0075597620999999
0.3684210526315789,1.0072468467
0.42105263157894735,1.0076072741
0.47368421052631576,1.0072470662
0.5263157894736842,1.0072201603
0.5789473684210527,1.0074725695
0.631578947368421,1.0075516815999999
0.6842105263157894,1.0075160011
0.7368421052631579,1.0070444727999999
0.7894736842105263,1.0070941069000001
0.8421052631578947,1.0067655166
0.894736842105263,1.0066844605999998
0.9473684210526315,1.0071591527000001
1.0,1.0072447822340425
