q,hx_avg
0.0,2.8057023629000004
0.05263157894736842,2.7593290786000004
0.10526315789473684,2.713003
0.15789473684210525,2.6705410785000003
0.21052631578947367,2.6277927863
0.2631578947368421,2.5865766175000005
0.3157894736842105,2.5435138632
0.3684210526315789,2.5069072066
0.42105263157894735,2.4685020915
0.47368421052631576,2.4330245078999995
0.5263157894736842,2.399467969
0.5789473684210527,2.3600421979
0.631578947368421,2.3255486293
0.6842105263157894,2.2919889788
0.7368421052631579,2.2635389232999996
0.7894736842105263,2.2309689881
0.8421052631578947,2.2041400094
0.894736842105263,2.1681999365999998
0.9473684210526315,2.1462641114000003
1.0,2.1187209612999998
