q,hx_avg
0.0,1.0126242194
0.05263157894736842,1.0131770709
0.10526315789473684,1.0136535470999999
0.15789473684210525,1.0109707055
0.21052631578947367,1.0109337003
0.2631578947368421,1.010955315
0.3157894736842105,1.0097419555999998
0.3684210526315789,1.0102976707
0.42105263157894735,1.0093900582
0.47368421052631576,1.0093977586
0.5263157894736842,1.0098289986
0.5789473684210527,1.0082116498999998
0.631578947368421,1.0071110025999999
0.6842105263157894,1.0083278387999999
0.7368421052631579,1.0080034506000002
0.7894736842105263,1.0072554924999997
0.8421052631578947,1.0069566208
0.894736842105263,1.0070945498000001
0.9473684210526315,1.0046629374
1.0,1.0076687153000001
