q,hx_avg
0.0,1.0100421347
0.05263157894736842,1.0101854425999999
0.10526315789473684,1.0082147327
0.15789473684210525,1.0078851294000002
0.21052631578947367,1.0088543369
0.2631578947368421,1.0053622053
0.3157894736842105,1.0065179750999997
0.3684210526315789,1.0036611822
0.42105263157894735,1.0035237036
0.47368421052631576,1.0028854857
0.5263157894736842,1.0029034871000002
0.5789473684210527,1.0025161158
0.631578947368421,1.0003433478
0.6842105263157894,0.9998454882
0.7368421052631579,0.9991948517
0.7894736842105263,0.9984365108999999
0.8421052631578947,0.9985023008
0.894736842105263,0.9957666497000001
0.9473684210526315,0.9972911596
1.0,0.9959416072000002
