q,hx_avg
0.0,2.8092407649
0.05263157894736842,2.7287967712000007
0.10526315789473684,2.6579641211
0.15789473684210525,2.5851173882
0.21052631578947367,2.517568363
0.2631578947368421,2.4527043952
0.3157894736842105,2.3876209466000002
0.3684210526315789,2.3340722694
0.42105263157894735,2.2767629814
0.47368421052631576,2.2204037399
0.5263157894736842,2.1696522725
0.5789473684210527,2.1237069006
0.631578947368421,2.0807627647
0.6842105263157894,2.0329205599
0.7368421052631579,1.9919340776999994
0.7894736842105263,1.9526065020999999
0.8421052631578947,1.9131864658
0.894736842105263,1.8762022579000004
0.9473684210526315,1.8381586451999998
1.0,1.8054562015000002
