q,hx_avg
0.0,1.9434456219
0.05263157894736842,1.9187687923999999
0.10526315789473684,1.8960259410000004
0.15789473684210525,1.8688358849000002
0.21052631578947367,1.8492521159000004
0.2631578947368421,1.8253140951
0.3157894736842105,1.8044548880000002
0.3684210526315789,1.7809241798999997
0.42105263157894735,1.7594173791999999
0.47368421052631576,1.7392233437
0.5263157894736842,1.7184444815999997
0.5789473684210527,1.7004708758
0.631578947368421,1.6794248354
0.6842105263157894,1.6619338471
0.7368421052631579,1.6450246327999998
0.7894736842105263,1.6259461004
0.8421052631578947,1.6083303172
0.894736842105263,1.5914770049
0.9473684210526315,1.5780869717
1.0,1.5589233052
