q,hx_avg
0.0,1.9519624496
0.05263157894736842,1.9477466873
0.10526315789473684,1.9428796345000001
0.15789473684210525,1.9381909198
0.21052631578947367,1.9339202907000004
0.2631578947368421,1.9288229257999998
0.3157894736842105,1.9246809034999999
0.3684210526315789,1.9203033926000002
0.42105263157894735,1.9154636074000002
0.47368421052631576,1.9105428354
0.5263157894736842,1.9062932120000002
0.5789473684210527,1.9019323766
0.631578947368421,1.8972510623000003
0.6842105263157894,1.8925610807000002
0.7368421052631579,1.8885075100999997
0.7894736842105263,1.8845381514999997
0.8421052631578947,1.8799965058
0.894736842105263,1.8753298956999997
0.9473684210526315,1.870615785744681
1.0,1.8670686408000001
