q,hx_avg
0.0,2.8447011846
0.05263157894736842,2.7953372959
0.10526315789473684,2.7489759545000005
0.15789473684210525,2.703825475
0.21052631578947367,2.6586715243
0.2631578947368421,2.6162127781999995
0.3157894736842105,2.5735711236
0.3684210526315789,2.5334822571999998
0.42105263157894735,2.4950630487999996
0.47368421052631576,2.4573027655000006
0.5263157894736842,2.420188532
0.5789473684210527,2.3843396895
0.631578947368421,2.3510059085000004
0.6842105263157894,2.3174266084
0.7368421052631579,2.2837989636
0.7894736842105263,2.2526076733
0.8421052631578947,2.2212512102
0.894736842105263,2.1915134110638297
0.9473684210526315,2.1622707618000003
1.0,2.1337780675999998
