q,hx_avg
0.0,1.0068656904
0.05263157894736842,1.0060868419
0.10526315789473684,1.0061348691
0.15789473684210525,1.0058228885
0.21052631578947367,1.0054591059
0.2631578947368421,1.0051322355999999
0.3157894736842105,1.0047323039
0.3684210526315789,1.0042155387000002
0.42105263157894735,1.0035713726
0.47368421052631576,1.0033924347
0.5263157894736842,1.0027989051999997
0.5789473684210527,1.0024920553
0.631578947368421,1.0021431392000002
0.6842105263157894,1.0019042199000001
0.7368421052631579,1.0013740841999998
0.7894736842105263,1.0011493159
0.8421052631578947,1.0008949727
0.894736842105263,1.0004396039999999
0.9473684210526315,0.9999450714000001
1.0,0.9993046672
