q,hx_avg
0.0,2.8314938011999997
0.05263157894736842,2.824862384
0.10526315789473684,2.8179833723000005
0.15789473684210525,2.8105449574999994
0.21052631578947367,2.80295152
0.2631578947368421,2.7975275649
0.3157894736842105,2.7906526375000005
0.3684210526315789,2.7842907232
0.42105263157894735,2.7763698220999995
0.47368421052631576,2.7708197644000006
0.5263157894736842,2.7640602855000003
0.5789473684210527,2.7563302446000004
0.631578947368421,2.7509231983000006
0.6842105263157894,2.7435287634999996
0.7368421052631579,2.7375632055999994
0.7894736842105263,2.7311691474999997
0.8421052631578947,2.7245545698
0.894736842105263,2.717449061799999
0.9473684210526315,2.7111413648
1.0,2.704340178099999
