mu=0.2,mu=0.4,mu=0.6,mu=0.8
3.3251827153367217,3.334679002069526,3.3409757678931054,3.3488812073976
3.340098706134087,3.344720389459391,3.3493199824600004,3.3544819576528
3.342467937792593,3.346876816792619,3.347360798054585,3.3545562069832
3.3541911138655465,3.353529511447434,3.3515179832977124,3.3526854270703996
