mu=0.2,mu=0.4,mu=0.6,mu=0.8
3.3230779612039596,3.3346248973287063,3.340667196617327,3.347432626037736
3.33510743042569,3.3457481373465168,3.3483195936352357,3.3530637438639737
3.3392164383615994,3.3441046583464,3.3467362474712004,3.3549637926040003
3.3428099313112,3.3500473529736,3.3499985207136,3.3501328910663997
