hx_avg,hx_var,param
3.162193483011338,0.01375229727859033,2
3.2558426201326003,0.006660469495600391,4
3.2958723851274,0.00411565335252754,6
3.3161907126155006,0.0032890804419805925,8
3.3285070838234,0.002959655322377197,10
3.336236124837301,0.002783024564080172,12
3.3423014764083985,0.0027307042209127673,14
3.3449779820913,0.0026585643539323426,16
3.349458531046499,0.0026607256969076063,18
3.3518697995813005,0.0026161466621466827,20
