hx_b,hx_w,mu
3.329948026222,3.3273479837854,0.05
3.32946727287225,3.3265923371618,0.1
3.3289868663734006,3.3265635191418004,0.15000000000000002
3.3280876627307996,3.326602273074,0.2
3.3288519722054004,3.3278223452966,0.25
3.3280626023035995,3.3272200708512,0.3
3.3275911978701997,3.327343832086,0.35000000000000003
3.3284912744567996,3.3286827240474,0.4
3.3279059945060006,3.3284537929489995,0.45
3.3264620615674003,3.3270672622576,0.5
