AA,AB,BA,BB,hx_b,hx_w,mu
1.3685749474554236,1.4888119901453067,1.8236653172067516,1.8927789734793095,1.6565154657597332,1.6293629557088003,0.05
1.4339684552973286,1.5244124445628475,1.7753109034303811,1.8350833522311079,1.6501159177682667,1.6332637288885332,0.1
1.4795553293251438,1.5494255097643712,1.740963218823467,1.7926667818618955,1.6458021772906666,1.6356601751018667,0.15000000000000002
1.512281129467522,1.5689649340153846,1.7185082501436997,1.76207966011386,1.6433378099031999,1.6374801530274667,0.2
1.5345427752865262,1.5797276926083479,1.6999318452110344,1.7368439046114297,1.6398009199130668,1.6352671589031997,0.25
1.5531779826210323,1.5913687645853452,1.6906105782092482,1.7231846631672523,1.6412754878205336,1.6383445293074668,0.3
1.5664563417457114,1.5975758827955375,1.6807476557048153,1.7089952114739435,1.6393968681282667,1.6374254947242666,0.35000000000000003
1.5766641099894447,1.6050353076462127,1.675752132059703,1.7000098592771669,1.6403484610853332,1.6376857190770668,0.4
1.5829408410619235,1.6073723656114305,1.6689611159632243,1.6908843550455974,1.6380977613869332,1.6369154765474667,0.45
1.591100344529768,1.6116424888040972,1.6667042025348748,1.685717505471097,1.6393245818431998,1.6386334830624003,0.5
