ASPL,assortativity,average_degree,density,hx_avg,hx_std,transitivity
2.586388888900001,-0.1620096856,5.820000000000011,0.05878788000000009,3.2900866528048973,0.07439544367532068,0.09707578724999999
2.2222939388999983,-0.11338809365,9.5,0.0959596000000002,3.322669233659421,0.05940524504817579,0.15601326280000008
1.9532323234499995,-0.08802725945000002,14.719999999999956,0.14868686999999958,3.340837159064096,0.054004353349521285,0.2236952211000001
1.8280030307000006,-0.08152058720000006,19.57999999999995,0.19777778,3.345757889149209,0.05257461860668443,0.28033527604999997
1.7456515157999999,-0.08375923775,25.5,0.25757576000000115,3.3533656926800193,0.05122921203384084,0.3408821772500001
1.7025060583499998,-0.09120205929999999,29.520000000000124,0.2981818200000016,3.355075827910095,0.05152522766555349,0.38082847285
1.6424363614000033,-0.1182739094500001,35.42000000000006,0.3577777800000001,3.359905995140768,0.05120334761410372,0.43894400055
1.5927606033000057,-0.15741279425,40.319999999999894,0.4072727300000014,3.360246389447493,0.05062316254026788,0.487193035
1.546684851799998,-0.2182649405999999,44.88000000000002,0.45333333000000164,3.361077095980948,0.05102187960716926,0.53700758715
1.4949494900000053,-0.40189779289999983,50.0,0.5050505100000003,3.362996371296349,0.05074558315349334,0.6123255527999997
