ASPL,assortativity,average_degree,density,hx_avg,hx_std,transitivity
3.0081767301000015,-0.019519294450000006,5.0100000000000025,0.05060606060000002,3.2789294851856283,0.07315276865016278,0.051509465549999967
2.2318363637000003,-0.025497654950000004,9.981600000000004,0.10082424220000004,3.325391046704786,0.0544860181915728,0.10046636370000007
1.9363575760500005,-0.018527360500000006,14.975200000000008,0.15126464649999996,3.3405653726817337,0.05133570945471633,0.15094418650000002
1.812207070449999,-0.0202732507,19.959100000000007,0.20160707059999997,3.347185294855956,0.05035691632263567,0.20133628154999988
1.7487252523000008,-0.02108603259999999,24.99890000000002,0.2525141419,3.3526515461869515,0.05094865234151261,0.25245331724999986
1.6969434341000003,-0.021791710950000022,30.0079,0.30311010124999993,3.355723083723053,0.05090414129919396,0.30309577839999985
1.6459464645500008,-0.02105545844999999,35.051500000000026,0.3540555556500003,3.357568883198379,0.05110341888144616,0.35358223769999997
1.5962696970999999,-0.019000432400000003,39.969300000000004,0.40373030289999984,3.3609373537394074,0.05065272912865666,0.40387602055000005
1.5450121211500005,-0.018302298550000002,45.043800000000005,0.4549878788499999,3.361683326579862,0.05103327111659781,0.4546892263999998
1.4948141414499994,-0.0198225083,50.01339999999999,0.5051858585499996,3.3612000632779813,0.05023567025616879,0.5050534536499999
