above_average_C,below_average_C
3.2581587602072304,3.3033924974913402
3.3043072107676874,3.329528891795739
3.3305421019574766,3.3426172353863035
3.3407906387448034,3.3517174372970615
3.3505792117540083,3.356460637772139
3.3504451381229323,3.3575084676876465
3.3551180145562105,3.360707391264412
3.3550841052946243,3.3617418894761077
3.3561615955089135,3.3628772146280275
3.355513767677074,3.3656556220753675
