above_average_k,below_average_k
3.3310243026688076,3.2372157758665647
3.3446585360059706,3.293567733334885
3.351652377084954,3.32180182535568
3.3573375734079707,3.336206130441005
3.361045579920005,3.3462556870864004
3.360351730199796,3.3487769235571268
3.3633427186655567,3.3539318342637947
3.36341464818324,3.3556196944341496
3.3641377637122454,3.3571100013176105
3.36581443568875,3.3555153247207152
