above_average_k,below_average_k
3.304870058632258,3.232177974048928
3.3355022562851984,3.310173285810458
3.3457885780181456,3.333246615419079
3.350682317049998,3.342654464767018
3.354942581906995,3.349719401660602
3.357788241090963,3.3531599621008112
3.3591737328572626,3.355579526207896
3.3621111601095235,3.359526309586788
3.362957737712637,3.3602401749904214
3.362353835180743,3.3598289413647007
