above_average_C,below_average_C
3.2909255706914204,3.2714532356838784
3.325635563881771,3.325174014590205
3.340118355884524,3.3409800345254457
3.346249229932163,3.3480718562584633
3.3524455166081113,3.352849263067932
3.3553927491755657,3.356048256417788
3.357551998634042,3.35758536406307
3.3606235518153666,3.3612449709038117
3.362055081689127,3.361314267058382
3.361765614717589,3.3606419306596695
