mu=0.1,mu=0.3,mu=0.5,mu=0.6
3.3646499086999198,3.36621416637728,3.3677296859107195,3.36846132694232
3.36512223794216,3.3669098201618395,3.368254442556721,3.36817043066032
3.3677618059175196,3.3684628077439998,3.3681944808848794,3.3686267024875196
3.36896000276352,3.36715446804984,3.3678744683025594,3.368939912371279
3.368717973625919,3.3678449338298404,3.36894713256928,3.3681803893289604
3.3694122282955203,3.36858273588376,3.36797797439688,3.368391236496561
3.3690239062719196,3.3691578385987198,3.3689515362844,3.3684559229904805
