mu,hx_w1,hx_w2,hx_w3,hx_w4,hx_w5,hx_b1,hx_b2,hx_b3,hx_b4,hx_b5
0.05,3.2887671608039457,3.382950192444032,3.3929702217692155,3.3969562333403864,3.4073410643106796,3.298503012954545,3.3860474298798393,3.394797840002152,3.396595603050148,3.401988140753183
0.1,3.2895793284431116,3.3835574663876287,3.3924488338367236,3.3952619648266182,3.3976249800377833,3.302475395494505,3.382898952191378,3.3925682570699145,3.395015389881163,3.3999239734475584
0.15000000000000002,3.286601891619366,3.383489567690995,3.392476426403724,3.394796907536096,3.4011780715390505,3.2916916869172947,3.384469290411646,3.392877450570108,3.3946897670399365,3.399846264510867
0.2,3.2879539896774195,3.3836198992285054,3.392323395260505,3.396030116465691,3.3985609515619304,3.2953478726573433,3.385575189650712,3.393476919592198,3.3950437515115937,3.3987016567865638
0.25,3.2893476275136115,3.3836234193636368,3.3933292844047562,3.396288502410686,3.4006801540302836,3.287283461513515,3.3826738103046265,3.3928106575770527,3.3957792138899014,3.40252551685581
0.3,3.2948136974861355,3.384928138608174,3.393847781388999,3.396064767221225,3.397912394821241,3.2890818078688513,3.385714131612901,3.3935741157914863,3.3952248812480272,3.395602193065235
0.35000000000000003,3.293233865967742,3.3848017138419566,3.3936739117577885,3.3960140167968245,3.405847184553073,3.289275305753425,3.3852915909202808,3.3936427733260226,3.3960573653193395,3.406075547921256
0.4,3.2866527859528896,3.383382223236535,3.392571410125904,3.3958161134163163,3.4011302193062543,3.2949980659424893,3.3840555545731514,3.392664050035046,3.395891514975067,3.4036826659109884
0.45,3.28806546675192,3.3850086937039148,3.3939972227241797,3.39646304220101,3.4036557968964045,3.2902277710119034,3.3846093058430236,3.3940682741517008,3.396983680718012,3.4025745179497906
0.5,3.2857226761027203,3.382244720664018,3.391115363352608,3.3943124208372693,3.3991515541006176,3.2852986385885896,3.3823487023751087,3.392057358084071,3.394161753580575,3.3998605931145973
