mu=0.1,mu=0.3,mu=0.5,mu=0.6
3.3646707601406396,3.3659492164623193,3.367418151784,3.3683959129369607
3.36523561687736,3.366792777651279,3.3679172375284803,3.367942487878401
3.3671553564133596,3.36855276703064,3.3681955793314398,3.3687058670391203
3.3682493602079204,3.3669308094554404,3.36775819684576,3.36880766521368
3.3677241244567195,3.36768670916664,3.36895158810024,3.3681211778798397
3.36785071619592,3.3684801025355995,3.3676186786507194,3.3683377369729595
3.36707535164344,3.3685145993618395,3.369122247414319,3.368723562181039
