p,hx_w,hx_b
0.1,3.27465719896697,3.275954969495155
0.2,3.285473224429239,3.285520209966725
0.30000000000000004,3.2910231279593494,3.2911597892116524
0.4,3.2944338355425957,3.295408957031771
0.5,3.296471444702108,3.29878303421596
0.6,3.2988946732618003,3.302837957361579
0.7000000000000001,3.2985552915730763,3.304380530093055
