hx_b,hx_w,mu
3.3727823108849337,3.3727588748519333,0.001
3.3731222363652673,3.373157561763,0.002
3.373319387721533,3.3732910612052005,0.003
3.3736228290417998,3.3736986800111333,0.004
3.3737611713302,3.3739494935064664,0.005
3.3741210857991333,3.374276950482933,0.006
3.3739312664769336,3.3744448982949997,0.007
3.374381096722067,3.3741261815308667,0.008
3.3745169439118,3.3748066291562004,0.009000000000000001
3.374703628591266,3.3748682819467337,0.01
