mu=0.1,mu=0.2,mu=0.3,mu=0.4,mu=0.5,mu=0.6,mu=0.7,mu=0.8,mu=0.9
3.3722739899842,3.374338620589,3.3749202492859993,3.3755339433468,3.3752643873844006,3.3759898850639996,3.3762685547958,3.3758197310711995,3.3763726628658
3.3740965699447996,3.3751069955216004,3.3757300542687996,3.375639549651399,3.3757151241316,3.3760975355319993,3.3758183328411997,3.3763785192148004,3.3764933185904002
3.3740743493896,3.3757281360404003,3.3752314495343994,3.376097159804399,3.3758670340292,3.3763358850468004,3.3757043741274004,3.3757582709254006,3.3760736943296
3.3756648667994,3.375228526691,3.375805780742199,3.3757272690083995,3.3756509918395996,3.3764833831068004,3.3758602763015997,3.3761924507433996,3.3766357872768005
3.3753047567950003,3.3754623563775996,3.3757153109965827,3.3764090753976,3.3759055657211996,3.376166560126231,3.3761502702426003,3.3767150718391954,3.3766561028207995
3.3760174970811994,3.3761263929953764,3.3761326946136005,3.376274456780704,3.3759132214517997,3.3759680530472362,3.3761197870454276,3.376022002708283,3.3767982376351755
3.376291855598794,3.376110624993827,3.375748191889318,3.376668250830939,3.376497952076547,3.3768785655154363,3.376552339034568,3.3763491347508046,3.3765687687585837
3.3765578008359123,0.0,3.3764896013505123,0.0,0.0,3.375998122627692,0.0,3.3759226024714835,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
