hx_b,hx_w,modularity,mu,p
3.3745093859199997,3.3722983439200003,-0.165312,0.2,0.1
3.3801245890800002,3.3798228530400003,-0.167239,0.2,0.1
3.37138513384,3.3711015388399996,-0.167639,0.2,0.1
3.3699992143600004,3.36478089596,-0.16486099999999998,0.2,0.1
3.38262874344,3.38164697824,-0.16566199999999998,0.2,0.1
3.38168324852,3.3806678674,-0.1692,0.2,0.1
3.3818893386399997,3.3768847734,-0.166458,0.2,0.1
3.37107455172,3.37408839752,-0.16709100000000002,0.2,0.1
3.3755431319599998,3.3806099570400003,-0.168311,0.2,0.1
3.37074749848,3.37441192444,-0.165463,0.2,0.1
3.3737419372000006,3.37912806868,-0.164696,0.2,0.1
3.3819752832,3.38090540624,-0.167577,0.2,0.1
3.37783580696,3.3688184518799997,-0.167073,0.2,0.1
3.38484117848,3.3800928258,-0.167772,0.2,0.1
3.37225315828,3.3721109483600005,-0.169606,0.2,0.1
3.38068853964,3.37724084308,-0.165685,0.2,0.1
3.37137192544,3.3705217178,-0.166378,0.2,0.1
3.37178079148,3.37721776676,-0.166911,0.2,0.1
3.3758435804400007,3.3805238193200005,-0.166526,0.2,0.1
3.37618177728,3.3774533982399997,-0.167245,0.2,0.1
3.3751179217600003,3.3785358550799995,-0.168775,0.2,0.1
3.37341707688,3.3766456003600003,-0.167466,0.2,0.1
3.37735238028,3.3747373875599997,-0.16827899999999998,0.2,0.1
3.3821094972399997,3.37403125456,-0.166182,0.2,0.1
3.38061462632,3.3784135659200003,-0.166462,0.2,0.1
3.37114190688,3.3707656213600004,-0.169749,0.2,0.1
3.37523294024,3.3711552769999997,-0.165527,0.2,0.1
3.3680606743999997,3.3675896102,-0.167831,0.2,0.1
3.3718022614,3.36944937384,-0.165921,0.2,0.1
3.3763553704400002,3.3782137954400007,-0.167827,0.2,0.1
3.3771597620800002,3.38027530424,-0.17014300000000002,0.2,0.1
3.37970198092,3.3777684983199996,-0.169253,0.2,0.1
3.3689321556000005,3.36440074712,-0.16838699999999998,0.2,0.1
3.3713335117599996,3.3674240553600003,-0.16868,0.2,0.1
3.37462668376,3.37701690004,-0.170198,0.2,0.1
3.37686321364,3.3811799572,-0.17044600000000001,0.2,0.1
3.37686414212,3.37195294672,-0.165144,0.2,0.1
3.38432381464,3.37954220068,-0.168375,0.2,0.1
3.37243544748,3.37590913788,-0.167974,0.2,0.1
3.37506474472,3.3743220030799996,-0.167356,0.2,0.1
3.37644932424,3.37072333448,-0.166796,0.2,0.1
3.3766141136799996,3.38058631804,-0.166987,0.2,0.1
3.37268240524,3.36571505708,-0.166627,0.2,0.1
3.37374831172,3.3710904969599995,-0.168966,0.2,0.1
3.37058916056,3.37617936128,-0.165622,0.2,0.1
3.3768974215600003,3.3777922663199997,-0.168454,0.2,0.1
3.3763061466399993,3.3759183014,-0.167328,0.2,0.1
3.37046096284,3.37509255896,-0.16660899999999998,0.2,0.1
3.37273209576,3.37168634036,-0.164649,0.2,0.1
3.3659375386000003,3.36505203852,-0.167657,0.2,0.1
3.3636877530000002,3.3682081627200002,-0.169795,0.2,0.1
3.3629930953200002,3.3657084393599996,-0.16835999999999998,0.2,0.1
3.3725441252399997,3.3721774632000003,-0.16728900000000002,0.2,0.1
3.37228530896,3.3694102829999997,-0.163571,0.2,0.1
3.38165729152,3.38113421524,-0.167725,0.2,0.1
3.3768503358,3.37506772572,-0.167987,0.2,0.1
3.36827171988,3.3717149878,-0.167919,0.2,0.1
3.3730993931599995,3.36570427592,-0.16685899999999998,0.2,0.1
3.3737695182399996,3.3762351122,-0.166348,0.2,0.1
3.36597506848,3.37057297804,-0.16727999999999998,0.2,0.1
3.3783329581199997,3.37701026136,-0.16731500000000002,0.2,0.1
3.37268206612,3.3782459876,-0.168723,0.2,0.1
3.37327378184,3.3688440016,-0.164786,0.2,0.1
3.38187990912,3.3746691933599995,-0.166206,0.2,0.1
3.37051995164,3.3724844785999997,-0.167271,0.2,0.1
3.37692174916,3.37376852548,-0.168041,0.2,0.1
3.38128101936,3.37963860856,-0.167352,0.2,0.1
3.3723399491599997,3.36934043096,-0.170602,0.2,0.1
3.38191576108,3.37883419088,-0.167632,0.2,0.1
3.37716396256,3.3714499259200004,-0.168596,0.2,0.1
3.3776921764400005,3.3721409943999996,-0.166047,0.2,0.1
3.3728702256000003,3.37640504592,-0.166206,0.2,0.1
3.37366572272,3.38379868412,-0.167799,0.2,0.1
3.37784144304,3.3807323794,-0.166485,0.2,0.1
3.37320720328,3.3723159872800004,-0.164947,0.2,0.1
3.37368247076,3.37235607472,-0.16888,0.2,0.1
3.37077442992,3.37421560896,-0.16791099999999998,0.2,0.1
3.3686812876800003,3.3686291834000004,-0.16586700000000001,0.2,0.1
3.3659455111600005,3.3732949696,-0.168167,0.2,0.1
3.36906646948,3.3714993717199997,-0.164894,0.2,0.1
3.36332617132,3.36545929868,-0.168783,0.2,0.1
3.36926456084,3.3751052326399993,-0.166786,0.2,0.1
3.3846027828399996,3.38011380208,-0.1652,0.2,0.1
3.3755544835999998,3.37254561536,-0.16579100000000002,0.2,0.1
3.37256477356,3.37700594808,-0.16517,0.2,0.1
3.3670856941599996,3.36638194684,-0.168515,0.2,0.1
3.3708384574799997,3.3693488865999996,-0.166543,0.2,0.1
3.37486021956,3.3708112638800003,-0.164185,0.2,0.1
3.3853978790399997,3.38067390404,-0.166575,0.2,0.1
3.36796029128,3.3765817242,-0.16706500000000002,0.2,0.1
3.38069421692,3.3783462525199996,-0.166028,0.2,0.1
3.36881951752,3.3734025132000003,-0.165573,0.2,0.1
3.374093421,3.3775548212800004,-0.167297,0.2,0.1
3.3746298171999998,3.3772106429599997,-0.166304,0.2,0.1
3.37221432804,3.3763129295599996,-0.168241,0.2,0.1
3.37672322588,3.37801572692,-0.165747,0.2,0.1
3.37317329284,3.3750458694,-0.167743,0.2,0.1
3.3773974652799996,3.37242655904,-0.168153,0.2,0.1
3.36834698516,3.37672114492,-0.165121,0.2,0.1
3.37636608368,3.37202057796,-0.16738499999999998,0.2,0.1
3.3837694916800003,3.36837467456,-0.16778900000000002,0.2,0.1
3.3752859988,3.37968240116,-0.168284,0.2,0.1
3.3784447146,3.3687614817200005,-0.16783199999999998,0.2,0.1
3.3742172803600003,3.37421602992,-0.166212,0.2,0.1
3.38118280204,3.37432903368,-0.162706,0.2,0.1
3.36383293416,3.36672782784,-0.165419,0.2,0.1
3.37750829868,3.37364903064,-0.167697,0.2,0.1
3.38243215728,3.38120990716,-0.167579,0.2,0.1
3.38552927796,3.3813778169199997,-0.167255,0.2,0.1
3.3807516173599996,3.37855864844,-0.166853,0.2,0.1
3.37834338532,3.3758607140800003,-0.166615,0.2,0.1
3.3728924812,3.3698056044,-0.167777,0.2,0.1
3.3778914365199997,3.38247409632,-0.16422899999999999,0.2,0.1
3.3761792711600003,3.3740816364,-0.17015999999999998,0.2,0.1
3.37559982372,3.3706231109600004,-0.166437,0.2,0.1
3.37068377536,3.372130619,-0.165799,0.2,0.1
3.3758938826000002,3.3769107483600003,-0.166023,0.2,0.1
3.36006580704,3.3673824064,-0.167581,0.2,0.1
3.3744080938,3.3692940108400005,-0.16524,0.2,0.1
3.3730757964399998,3.37696094284,-0.167025,0.2,0.1
3.37587241788,3.3770952932,-0.169003,0.2,0.1
3.3747509158800004,3.3763093292399997,-0.164299,0.2,0.1
3.37699750652,3.37668813444,-0.16605899999999998,0.2,0.1
3.37264730788,3.37745450204,-0.16758599999999998,0.2,0.1
3.3698667594,3.3651980916000004,-0.16539500000000001,0.2,0.1
3.37993984328,3.3756389664800004,-0.170424,0.2,0.1
3.37251779196,3.37389528576,-0.16632,0.2,0.1
3.36280580868,3.3680380736799997,-0.167613,0.2,0.1
3.3778779948,3.38697882928,-0.167689,0.2,0.1
3.3731726325599998,3.3844032593600004,-0.169226,0.2,0.1
3.37165646716,3.3667614123600003,-0.169795,0.2,0.1
3.37603950348,3.37273443488,-0.168452,0.2,0.1
3.3812341081999997,3.3752672487199997,-0.167685,0.2,0.1
3.37448291728,3.3727404670800003,-0.16653800000000002,0.2,0.1
3.38547628924,3.38080367844,-0.166413,0.2,0.1
3.3735896673999997,3.38608138848,-0.166541,0.2,0.1
3.37217605844,3.3763639395600005,-0.24988400000000002,0.30000000000000004,0.1
3.36948249876,3.36981496844,-0.251164,0.30000000000000004,0.1
3.3670461638800004,3.37143610196,-0.251472,0.30000000000000004,0.1
3.37985582016,3.3720024404399997,-0.250969,0.30000000000000004,0.1
3.3747449508399994,3.3728386245599995,-0.24991999999999998,0.30000000000000004,0.1
3.38089545908,3.37686875864,-0.250767,0.30000000000000004,0.1
3.3823363964400004,3.37733470056,-0.25031,0.30000000000000004,0.1
3.37908419064,3.38522524612,-0.248464,0.30000000000000004,0.1
3.3753839706799997,3.37630921656,-0.249346,0.30000000000000004,0.1
3.3773277988399997,3.3745339757599995,-0.24984499999999998,0.30000000000000004,0.1
3.3691298444399997,3.37371614156,-0.2513,0.30000000000000004,0.1
3.36835556284,3.3726778094400007,-0.25250900000000004,0.30000000000000004,0.1
3.37421887792,3.37619895596,-0.250265,0.30000000000000004,0.1
3.3769655972399995,3.3773094392000003,-0.249164,0.30000000000000004,0.1
3.373566578,3.3738450549200003,-0.250762,0.30000000000000004,0.1
3.36769379168,3.3652703076800004,-0.24996100000000002,0.30000000000000004,0.1
3.3714212786799997,3.3749197736800003,-0.25048200000000004,0.30000000000000004,0.1
3.37995651908,3.37542251192,-0.249827,0.30000000000000004,0.1
3.3858633538,3.3800230232,-0.250871,0.30000000000000004,0.1
3.36985134212,3.36334698432,-0.250335,0.30000000000000004,0.1
3.3745421705600003,3.3812700696399998,-0.249717,0.30000000000000004,0.1
3.37089948844,3.37549615188,-0.24899699999999997,0.30000000000000004,0.1
3.37351084728,3.37126621028,-0.25017399999999995,0.30000000000000004,0.1
3.37305396128,3.36895051008,-0.24958899999999998,0.30000000000000004,0.1
3.36891256028,3.3716793681599997,-0.249331,0.30000000000000004,0.1
3.3695753626799996,3.37460879528,-0.24923299999999998,0.30000000000000004,0.1
3.3755680006800004,3.37564438512,-0.250502,0.30000000000000004,0.1
3.37563965924,3.3830911645199997,-0.249031,0.30000000000000004,0.1
3.3668612581199997,3.37065235496,-0.250343,0.30000000000000004,0.1
3.3771042344,3.3795631421600003,-0.250473,0.30000000000000004,0.1
3.38566655008,3.37652932636,-0.250297,0.30000000000000004,0.1
3.37893325356,3.3843742419600003,-0.252105,0.30000000000000004,0.1
3.37229867552,3.37926443268,-0.24803899999999998,0.30000000000000004,0.1
3.37763785776,3.37581588792,-0.25112199999999996,0.30000000000000004,0.1
3.3626711087600003,3.36952283636,-0.25080399999999997,0.30000000000000004,0.1
3.37264068392,3.3720806422800003,-0.250795,0.30000000000000004,0.1
3.3738069424,3.3683566549999995,-0.252704,0.30000000000000004,0.1
3.3705775181199997,3.37252260872,-0.25077699999999997,0.30000000000000004,0.1
3.37237806056,3.3748799842399997,-0.248862,0.30000000000000004,0.1
3.38410266032,3.3804121769600006,-0.249271,0.30000000000000004,0.1
3.3743824752,3.37652476608,-0.250868,0.30000000000000004,0.1
3.37321419428,3.3809379536799997,-0.250424,0.30000000000000004,0.1
3.3836267979200003,3.378089366,-0.251269,0.30000000000000004,0.1
3.3747804424,3.373252249,-0.249815,0.30000000000000004,0.1
3.3774346055200004,3.37149246988,-0.251687,0.30000000000000004,0.1
3.38255258132,3.38353235672,-0.250121,0.30000000000000004,0.1
3.3716070451599998,3.3754768501999997,-0.252177,0.30000000000000004,0.1
3.3808657478,3.37271002508,-0.249013,0.30000000000000004,0.1
3.37871582604,3.37753990128,-0.248998,0.30000000000000004,0.1
3.3726946085600003,3.37352942752,-0.250025,0.30000000000000004,0.1
