hx_b,hx_w,mu
3.329408809401933,3.328712486992667,0.05
3.3290417438757993,3.3291090114943334,0.1
3.3294216422044,3.3291054383913337,0.15000000000000002
3.329109446050399,3.329021184933666,0.2
3.3288703167801996,3.3287343255837993,0.25
3.328754213500066,3.3290078990699334,0.3
3.329402983681266,3.329090397226,0.35000000000000003
3.3292839570052,3.328697504592,0.4
3.3291778218185333,3.328916064063466,0.45
3.328983934196467,3.3295067840195998,0.5
