p,hx_w,hx_b
0.1,3.267796395272375,3.2684719042335004
0.2,3.2800146893629423,3.2800206851300953
0.30000000000000004,3.2870926148594393,3.2877775571170327
0.4,3.292066115607809,3.2944382995055435
0.5,3.294786057002255,3.2992163076618453
0.6,3.2957123223910556,3.3025318033093605
0.7000000000000001,3.297544262556447,3.3068275046901783
