p,hx_w,hx_b
0.1,3.2793726249505406,3.2811759113527916
0.2,3.2887134923231227,3.2890137918769313
0.30000000000000004,3.2927976534081416,3.2927428321348726
0.4,3.296820172917193,3.297188072874978
0.5,3.297580944846937,3.2987323833560054
0.6,3.2999108579397123,3.3022112640290984
0.7000000000000001,3.302235391717693,3.305924599678272
