hx_b,hx_w,p
3.2579078908766337,3.2577150366414362,0.1
3.275358073253485,3.2749490755374473,0.2
3.28560771374971,3.283239802471322,0.30000000000000004
3.293463766371904,3.2882798911655784,0.4
3.3002265903553543,3.2917774012113634,0.5
3.305186293526837,3.2931787781860455,0.6
3.308743136227599,3.2932862939820917,0.7000000000000001
