hx_b,hx_w,p
3.364190560467202,3.3641182417018762,0.1
3.3655446305832832,3.365454884274312,0.2
3.36683993768543,3.3665364107130165,0.30000000000000004
3.3673066061910384,3.3666870254525207,0.4
3.3682537761982405,3.367253766026693,0.5
3.3689439335794287,3.3675118412349834,0.6
3.3695744150233433,3.3676343190701736,0.7000000000000001
