hx_b,hx_w,mu
3.3579886623407997,3.3578106175943994,0.001
3.359398440302,3.3593457239872673,0.002
3.3606426465719332,3.3606834276540667,0.003
3.3620069514293998,3.3618403805592663,0.004
3.362894134400334,3.363123595954067,0.005
3.363879739351401,3.3636081559757334,0.006
3.3646740051543333,3.3645711232299997,0.007
3.3656214029596665,3.3653365257726,0.008
3.3660823317287334,3.3657456935277335,0.009000000000000001
3.3664103480786003,3.366418031412867,0.01
