mu=0.1,mu=0.3,mu=0.5,mu=0.6
3.3731257797822,3.3744434878460003,3.3753742359169996,3.3761920679339994
3.3742652926075998,3.3754352166241994,3.3753134772988003,3.3760550327266
3.3747679138948,3.3751443493486004,3.3755501300533997,3.3758506712374006
3.3752885942890005,3.3759497131628,3.3756413176528,3.3759545355222
3.3756622762295994,3.375493358433801,3.3762850860651996,3.375802818317
3.3761300031676003,3.3765203205662,3.3756515214906,3.3760120797801996
3.3761885436036003,3.3762269859,3.376081951066465,3.3761998894751573
