mu=0.2,mu=0.4,mu=0.6,mu=0.8
3.306792426839573,3.3275648656050287,3.33536383234439,3.343761296653271
3.3265843226866747,3.3365244051600653,3.3430270351284754,3.345560183683934
3.331836896534022,3.3415241611189703,3.3452909869937724,3.34665306396226
3.3374705804568,3.3438168696331996,3.3495641092032,3.3505693539882
