mu=0.2,mu=0.4,mu=0.6,mu=0.8
3.3062102071997264,3.326945258875939,3.3362555987111606,3.3456161793031995
3.3288615551782947,3.337184446053096,3.34354646592966,3.3467474157854
3.335762869116106,3.342216076288776,3.344809048208347,3.3462817334006
3.3451797182560763,3.3444756976954757,3.349815565520406,3.350897165227
