hx_b,hx_w,p
3.3656624004048,3.3646463844496,0.1
3.3630814698875997,3.3632383406168,0.2
3.368814310802,3.3682192117480003,0.30000000000000004
3.3713758209819997,3.3698847209324,0.4
3.3697145189075997,3.3686501996379996,0.5
3.3707302074148,3.3690705797019995,0.6
3.3691304658,3.3675129125836003,0.7000000000000001
