hx_b,hx_w,p
3.3652132412112006,3.3642019619296004,0.1
3.3646852828808003,3.365045061716,0.2
3.3697909125704,3.3694966962727997,0.30000000000000004
3.3728245635911995,3.3722696136648,0.4
3.3683485647056,3.3681581221856,0.5
3.3661421130624,3.3644528313095994,0.6
3.3669828538952,3.3651846515872004,0.7000000000000001
