hx_b,hx_w,p
3.3646499086999198,3.3646707601406396,0.1
3.36512223794216,3.36523561687736,0.2
3.3677618059175196,3.3671553564133596,0.30000000000000004
3.36896000276352,3.3682493602079204,0.4
3.368717973625919,3.3677241244567195,0.5
3.3694122282955203,3.36785071619592,0.6
3.3690239062719196,3.36707535164344,0.7000000000000001
