hx_b,hx_w,p
3.3651787559512,3.3649695703238,0.1
3.3644114726476007,3.3647809807726,0.2
3.3680926564436,3.3676898596424,0.30000000000000004
3.3701021478139994,3.3690788173973996,0.4
3.3675544444338,3.366566479387,0.5
3.3699636656014005,3.3684767164891998,0.6
3.3689404462948,3.3667354938652,0.7000000000000001
