hx_b,hx_w,mu
3.3826046016525337,3.3821775073299998,0.05
3.3822808947329337,3.3813806958998667,0.1
3.382542148512667,3.382393406559734,0.15000000000000002
3.382126657365734,3.3820625109112,0.2
3.3809686771290663,3.3809458626328,0.25
3.3823013267532,3.3818588836621335,0.3
3.3832691386763996,3.383057779430933,0.35000000000000003
3.3839887864358666,3.384108607782933,0.4
3.3787625009317335,3.3791206525950668,0.45
3.3825158915710665,3.382413888069733,0.5
