hx_b,hx_w,mu
3.346525093788867,3.343959126434867,0.001
3.3477926549394668,3.3466250212290665,0.002
3.3484322732992,3.347820691427466,0.003
3.3499237124424672,3.3495128451001337,0.004
3.352866099556867,3.3526723502896005,0.005
3.3552485380148664,3.355384025538067,0.006
3.354399257046867,3.3543202704652,0.007
3.355337706411,3.3557211663279336,0.008
3.3565320501042675,3.3565444914247333,0.009000000000000001
3.3577675630038675,3.357626622342,0.01
