m,peak_size
2.0,634.9766820910446
4.0,169.73285742871462
6.0,140.0583869434718
8.0,418.55910930465285
10.0,76943.86729139592
12.0,33709.783191345734
14.0,25809.95069934963
16.0,45196.26616908449
18.0,100303.05084317188
20.0,108512.85745973003
22.0,2735.031331665838
24.0,3862.484890195101
26.0,1831.6479239619837
28.0,19.407911705852882
30.0,12.677396448224123
32.0,5.712952476238114
34.0,5.427791645822917
36.0,5.196234117058521
38.0,4.22496023011506
40.0,2.810180090045022
