k,peak_size
2.0,828.045309309309
4.0,201.18508908908888
6.0,138.88165665665673
8.0,137.7538248248249
10.0,137.23559959959917
12.0,135.48188188188203
14.0,11191.93439839839
16.0,92334.00120020017
18.0,132621.59987887886
20.0,57372.61975575572
22.0,6560.000400400408
24.0,15.504140140140152
26.0,6.125100100100108
28.0,3.6571131131130943
30.0,2.5989989989990008
32.0,1.5399399399399427
34.0,0.941732732732732
36.0,0.6726366366366372
38.0,0.3587427427427471
40.0,0.34634634634634487
